run_id,run_type,icm_weight,rnd_weight,extrinsic_weight,seed,final_performance,final_achievements,history_file,alpha_history_file
curriculum_icm+rnd_seed2_alpha0,curriculum,0.0,0.0,1.0,2,1.87109375,9.62890625,histories/curriculum_icm+rnd_seed2_alpha0.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha0.csv
curriculum_icm+rnd_seed2_alpha1,curriculum,0.125,0.0,0.875,2,1.921875,9.125,histories/curriculum_icm+rnd_seed2_alpha1.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha1.csv
curriculum_icm+rnd_seed2_alpha2,curriculum,0.0,0.125,0.875,2,1.921875,10.3203125,histories/curriculum_icm+rnd_seed2_alpha2.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha2.csv
curriculum_icm+rnd_seed2_alpha3,curriculum,0.25,0.0,0.75,2,1.87890625,8.39453125,histories/curriculum_icm+rnd_seed2_alpha3.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha3.csv
curriculum_icm+rnd_seed2_alpha4,curriculum,0.125,0.125,0.75,2,1.8828125,9.875,histories/curriculum_icm+rnd_seed2_alpha4.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha4.csv
curriculum_icm+rnd_seed2_alpha5,curriculum,0.0,0.25,0.75,2,1.85546875,10.203125,histories/curriculum_icm+rnd_seed2_alpha5.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha5.csv
curriculum_icm+rnd_seed2_alpha6,curriculum,0.375,0.0,0.625,2,1.87109375,8.04296875,histories/curriculum_icm+rnd_seed2_alpha6.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha6.csv
curriculum_icm+rnd_seed2_alpha7,curriculum,0.25,0.125,0.625,2,1.90625,8.890625,histories/curriculum_icm+rnd_seed2_alpha7.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha7.csv
curriculum_icm+rnd_seed2_alpha8,curriculum,0.125,0.25,0.625,2,1.91796875,10.38671875,histories/curriculum_icm+rnd_seed2_alpha8.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha8.csv
curriculum_icm+rnd_seed2_alpha9,curriculum,0.0,0.375,0.625,2,1.91796875,10.3828125,histories/curriculum_icm+rnd_seed2_alpha9.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha9.csv
curriculum_icm+rnd_seed2_alpha10,curriculum,0.5,0.0,0.5,2,1.7578125,7.734375,histories/curriculum_icm+rnd_seed2_alpha10.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha10.csv
curriculum_icm+rnd_seed2_alpha11,curriculum,0.375,0.125,0.5,2,1.8515625,8.48046875,histories/curriculum_icm+rnd_seed2_alpha11.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha11.csv
curriculum_icm+rnd_seed2_alpha12,curriculum,0.25,0.25,0.5,2,1.91796875,9.87109375,histories/curriculum_icm+rnd_seed2_alpha12.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha12.csv
curriculum_icm+rnd_seed2_alpha13,curriculum,0.125,0.375,0.5,2,1.89453125,10.625,histories/curriculum_icm+rnd_seed2_alpha13.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha13.csv
curriculum_icm+rnd_seed2_alpha14,curriculum,0.0,0.5,0.5,2,1.7890625,10.12109375,histories/curriculum_icm+rnd_seed2_alpha14.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha14.csv
curriculum_icm+rnd_seed2_alpha15,curriculum,0.625,0.0,0.375,2,1.6015625,7.1484375,histories/curriculum_icm+rnd_seed2_alpha15.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha15.csv
curriculum_icm+rnd_seed2_alpha16,curriculum,0.5,0.125,0.375,2,1.6796875,7.796875,histories/curriculum_icm+rnd_seed2_alpha16.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha16.csv
curriculum_icm+rnd_seed2_alpha17,curriculum,0.375,0.25,0.375,2,1.875,8.69921875,histories/curriculum_icm+rnd_seed2_alpha17.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha17.csv
curriculum_icm+rnd_seed2_alpha18,curriculum,0.25,0.375,0.375,2,1.9140625,10.47265625,histories/curriculum_icm+rnd_seed2_alpha18.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha18.csv
curriculum_icm+rnd_seed2_alpha19,curriculum,0.125,0.5,0.375,2,1.8828125,10.7890625,histories/curriculum_icm+rnd_seed2_alpha19.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha19.csv
curriculum_icm+rnd_seed2_alpha20,curriculum,0.0,0.625,0.375,2,1.78125,10.58203125,histories/curriculum_icm+rnd_seed2_alpha20.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha20.csv
curriculum_icm+rnd_seed2_alpha21,curriculum,0.75,0.0,0.25,2,1.19140625,5.92578125,histories/curriculum_icm+rnd_seed2_alpha21.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha21.csv
curriculum_icm+rnd_seed2_alpha22,curriculum,0.625,0.125,0.25,2,1.546875,7.484375,histories/curriculum_icm+rnd_seed2_alpha22.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha22.csv
curriculum_icm+rnd_seed2_alpha23,curriculum,0.5,0.25,0.25,2,1.7109375,8.203125,histories/curriculum_icm+rnd_seed2_alpha23.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha23.csv
curriculum_icm+rnd_seed2_alpha24,curriculum,0.375,0.375,0.25,2,1.90625,9.4453125,histories/curriculum_icm+rnd_seed2_alpha24.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha24.csv
curriculum_icm+rnd_seed2_alpha25,curriculum,0.25,0.5,0.25,2,1.90625,11.11328125,histories/curriculum_icm+rnd_seed2_alpha25.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha25.csv
curriculum_icm+rnd_seed2_alpha26,curriculum,0.125,0.625,0.25,2,1.88671875,11.3671875,histories/curriculum_icm+rnd_seed2_alpha26.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha26.csv
curriculum_icm+rnd_seed2_alpha27,curriculum,0.0,0.75,0.25,2,1.74609375,10.8515625,histories/curriculum_icm+rnd_seed2_alpha27.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha27.csv
curriculum_icm+rnd_seed2_alpha28,curriculum,0.875,0.0,0.125,2,0.0078125,0.30859375,histories/curriculum_icm+rnd_seed2_alpha28.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha28.csv
