eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.36788e-09,2.80859375
12582912,0.0,2.83203125
20971520,6.1118044e-10,2.56640625
29360128,3.4924597e-10,3.0078125
37748736,0.0039062495,3.0234375
46137344,0.0,3.265625
54525952,-2.3283064e-10,3.359375
62914560,0.05078125,3.58984375
71303168,0.2109375,4.21875
79691776,0.8046875,6.6484375
88080384,0.9140625,7.921875
96468992,0.984375,8.44140625
104857600,0.9921875,9.03515625
113246208,0.98828125,7.33203125
121634816,0.984375,8.65625
130023424,0.99609375,8.4375
138412032,1.0,8.8515625
146800640,0.9921875,9.2109375
155189248,0.99609375,8.82421875
163577856,0.98828125,8.53125
171966464,1.0,8.0546875
180355072,0.98828125,8.69140625
188743680,0.99609375,8.8046875
197132288,0.99609375,9.3828125
205520896,1.0,8.5546875
213909504,0.98828125,8.2109375
222298112,0.9765625,8.43359375
230686720,0.98828125,8.1328125
239075328,1.0,8.99609375
247463936,0.984375,7.96875
255852544,0.98828125,8.22265625
264241152,0.99609375,8.7578125
272629760,0.99609375,7.4453125
281018368,0.99609375,8.8359375
289406976,1.0,7.44921875
297795584,1.0,9.07421875
306184192,1.0,9.19140625
314572800,1.0,8.03515625
322961408,1.0,8.8515625
331350016,1.0,7.65234375
339738624,0.99609375,8.47265625
348127232,1.0,8.33984375
356515840,0.97265625,8.80859375
364904448,0.9921875,8.703125
373293056,1.0,8.21484375
381681664,1.0,8.59375
390070272,1.0,8.65625
398458880,0.99609375,8.40234375
406847488,0.99609375,9.109375
415236096,0.99609375,8.70703125
423624704,0.984375,8.6328125
432013312,1.0,9.33984375
440401920,1.0,8.96484375
448790528,0.99609375,8.14453125
457179136,0.984375,9.578125
465567744,1.0,7.7421875
473956352,1.0,8.85546875
482344960,1.0,7.83984375
490733568,1.0039062,9.21875
499122176,0.99609375,8.36328125
507510784,1.0,8.99609375
515899392,0.99609375,8.26953125
524288000,0.99609375,8.83984375
532676608,1.0,8.5
541065216,1.0,8.04296875
549453824,1.0,8.6953125
557842432,1.0,10.171875
566231040,0.99609375,8.56640625
574619648,1.0,10.13671875
583008256,1.0,9.4375
591396864,1.0,8.88671875
599785472,1.0,8.72265625
608174080,1.0,8.97265625
616562688,0.99609375,9.04296875
624951296,1.0,9.34765625
633339904,1.0,8.9375
641728512,1.0,9.796875
650117120,0.9921875,9.73046875
658505728,0.7109375,7.87109375
666894336,0.984375,10.296875
675282944,0.98828125,9.875
683671552,1.0,9.8828125
692060160,0.99609375,9.99609375
700448768,1.0,9.7578125
708837376,0.9921875,10.19921875
717225984,0.99609375,8.96875
725614592,0.98828125,10.546875
734003200,0.9921875,9.828125
742391808,0.9921875,9.8046875
750780416,1.0,9.828125
759169024,0.9921875,9.76171875
767557632,0.99609375,9.203125
775946240,1.0,9.73828125
784334848,1.0,9.96875
792723456,0.9921875,10.2890625
801112064,0.99609375,9.2109375
809500672,1.0,9.91796875
817889280,0.99609375,9.9609375
826277888,0.99609375,9.99609375
834666496,0.98828125,9.76953125
843055104,1.0,10.98046875
851443712,0.98828125,9.4296875
859832320,1.0,10.3359375
868220928,0.984375,10.18359375
876609536,0.99609375,9.20703125
884998144,0.99609375,8.5
893386752,0.99609375,9.1875
901775360,0.9921875,10.25390625
910163968,1.0,10.0234375
918552576,0.9921875,9.578125
926941184,0.99609375,9.50390625
935329792,0.99609375,9.80859375
943718400,1.0,8.12109375
952107008,1.015625,8.52734375
960495616,1.3632812,11.4609375
968884224,1.3398438,12.32421875
977272832,1.4140625,11.734375
985661440,1.5195312,11.9609375
994050048,1.6601562,13.421875
1002438656,1.6914062,13.68359375
