eval/total_steps,standardized_return_mean,achievements_mean
4194304,5.529728e-10,1.59765625
12582912,2.6193447e-10,2.63671875
20971520,5.2386895e-10,2.04296875
29360128,6.9849193e-10,2.2734375
37748736,5.529728e-10,2.3828125
46137344,9.604264e-10,1.8515625
54525952,8.1490725e-10,1.6796875
62914560,6.693881e-10,2.27734375
71303168,7.858034e-10,1.90234375
79691776,5.820766e-10,1.125
88080384,9.313226e-10,1.71875
96468992,3.783498e-10,2.23046875
104857600,5.820766e-11,1.5234375
113246208,3.783498e-10,1.12890625
121634816,2.6193447e-10,2.30859375
130023424,4.3655746e-10,1.859375
138412032,3.2014214e-10,1.5078125
146800640,8.731149e-11,0.91796875
155189248,3.4924597e-10,1.0859375
163577856,3.4924597e-10,1.0
171966464,1.4551915e-10,0.875
180355072,2.6193447e-10,0.5234375
188743680,8.1490725e-10,1.22265625
197132288,8.1490725e-10,1.31640625
205520896,5.2386895e-10,0.9375
213909504,4.947651e-10,1.5234375
222298112,3.783498e-10,1.2890625
230686720,5.820766e-10,1.91796875
239075328,2.3283064e-10,2.0390625
247463936,3.2014214e-10,1.59375
255852544,5.529728e-10,1.140625
264241152,6.1118044e-10,1.78125
272629760,4.0745363e-10,1.60546875
281018368,2.910383e-10,1.23046875
289406976,3.4924597e-10,1.265625
297795584,6.4028427e-10,1.453125
306184192,4.3655746e-10,1.17578125
314572800,3.4924597e-10,1.078125
322961408,3.2014214e-10,1.05078125
331350016,4.3655746e-10,1.2421875
339738624,6.1118044e-10,1.23828125
348127232,6.4028427e-10,1.5
356515840,4.0745363e-10,1.09765625
364904448,5.820766e-10,1.72265625
373293056,4.3655746e-10,1.65234375
381681664,7.858034e-10,1.55859375
390070272,4.0745363e-10,1.375
398458880,5.820766e-10,1.109375
406847488,3.4924597e-10,0.79296875
415236096,5.820766e-10,1.234375
423624704,4.947651e-10,1.08984375
432013312,5.2386895e-10,0.94140625
440401920,3.2014214e-10,1.52734375
448790528,3.783498e-10,1.1171875
457179136,5.2386895e-10,1.3203125
465567744,3.4924597e-10,0.94921875
473956352,2.3283064e-10,1.3125
482344960,2.0372681e-10,0.78515625
490733568,5.820766e-10,1.12890625
499122176,3.2014214e-10,1.15234375
507510784,1.7462298e-10,1.1796875
515899392,1.7462298e-10,0.94140625
524288000,5.820766e-10,1.17578125
532676608,4.0745363e-10,1.01171875
541065216,4.0745363e-10,1.03515625
549453824,5.2386895e-10,1.10546875
557842432,4.0745363e-10,1.1171875
566231040,5.2386895e-10,1.60546875
574619648,4.656613e-10,1.5859375
583008256,4.0745363e-10,1.1015625
591396864,7.2759576e-10,1.30859375
599785472,5.820766e-11,1.3125
608174080,5.2386895e-10,1.5390625
616562688,7.566996e-10,1.52734375
624951296,6.1118044e-10,0.8125
633339904,7.858034e-10,1.21484375
641728512,4.3655746e-10,1.8046875
650117120,7.858034e-10,1.484375
658505728,6.4028427e-10,1.515625
666894336,4.947651e-10,1.43359375
675282944,6.9849193e-10,2.125
683671552,3.783498e-10,0.90625
692060160,-2.910383e-11,0.6875
700448768,5.2386895e-10,1.15234375
708837376,1.2223609e-09,1.26953125
717225984,1.0186341e-09,1.61328125
725614592,9.895302e-10,1.484375
734003200,7.566996e-10,1.77734375
742391808,4.0745363e-10,1.6796875
750780416,6.9849193e-10,1.171875
759169024,4.0745363e-10,1.4609375
767557632,8.731149e-10,2.30859375
775946240,6.4028427e-10,1.9609375
784334848,5.820766e-11,0.94921875
792723456,3.783498e-10,1.265625
801112064,2.3283064e-10,2.0078125
809500672,4.656613e-10,1.6015625
817889280,4.3655746e-10,1.8125
826277888,4.3655746e-10,1.53125
834666496,4.947651e-10,2.12109375
843055104,5.820766e-10,1.859375
851443712,6.4028427e-10,1.96484375
859832320,6.1118044e-10,1.234375
868220928,6.4028427e-10,1.37109375
876609536,1.7462298e-10,1.24609375
884998144,2.6193447e-10,1.1328125
893386752,6.693881e-10,1.12890625
901775360,7.2759576e-10,0.6640625
910163968,6.1118044e-10,0.578125
918552576,1.3096724e-09,1.09375
926941184,4.656613e-10,0.56640625
935329792,5.2386895e-10,1.16796875
943718400,9.313226e-10,1.53125
952107008,5.820766e-10,1.12890625
960495616,6.4028427e-10,1.1328125
968884224,3.783498e-10,1.140625
977272832,6.9849193e-10,1.53125
985661440,4.656613e-10,1.81640625
994050048,4.0745363e-10,1.96484375
1002438656,2.6193447e-10,2.34765625
