eval/total_steps,standardized_return_mean,achievements_mean
4194304,4.3655746e-10,2.66796875
12582912,8.731149e-10,2.28515625
20971520,1.5133992e-09,2.99609375
29360128,0.19140625,6.859375
37748736,0.2578125,6.38671875
46137344,1.2734375,9.734375
54525952,1.5429688,9.5078125
62914560,1.4140625,8.48046875
71303168,1.7226562,9.52734375
79691776,0.33984375,5.7734375
88080384,1.59375,9.015625
96468992,1.484375,9.30078125
104857600,1.6640625,10.29296875
113246208,1.8164062,11.17578125
121634816,0.2421875,5.6953125
130023424,0.27734375,4.73046875
138412032,1.0234375,7.26953125
146800640,1.75,10.29296875
155189248,1.84375,10.4140625
163577856,1.921875,10.984375
171966464,1.9023438,10.4296875
180355072,1.890625,10.93359375
188743680,1.9414062,11.54296875
197132288,1.921875,11.3671875
205520896,1.9023438,11.3359375
213909504,1.9375,11.390625
222298112,1.9257812,11.05078125
230686720,1.9648438,12.2109375
239075328,1.921875,11.35546875
247463936,1.9414062,11.86328125
255852544,1.9296875,11.25
264241152,1.9296875,11.3046875
272629760,1.9179688,11.91796875
281018368,1.8984375,12.1953125
289406976,1.9101562,11.59375
297795584,1.9492188,12.41796875
306184192,1.9414062,12.2421875
314572800,1.921875,12.875
322961408,1.8984375,12.1015625
331350016,1.9257812,11.55078125
339738624,1.9609375,12.21875
348127232,1.9375,11.046875
356515840,1.9492188,11.921875
364904448,1.9492188,11.34765625
373293056,1.9492188,11.703125
381681664,1.921875,10.3125
390070272,1.9375,10.83984375
398458880,1.8867188,10.14453125
406847488,1.9414062,11.6875
415236096,1.9023438,12.0234375
423624704,1.9257812,11.62109375
432013312,1.9257812,12.46875
440401920,1.9179688,12.65234375
448790528,1.8125,12.2109375
457179136,1.90625,12.75390625
465567744,1.9453125,12.8515625
473956352,1.9296875,13.2265625
482344960,1.9609375,12.3203125
490733568,1.9023438,13.30859375
499122176,1.9257812,13.15625
