eval/total_steps,standardized_return_mean,achievements_mean
4194304,0.0,1.46484375
12582912,5.820766e-11,1.703125
20971520,6.4028427e-10,1.80859375
29360128,9.313226e-10,2.20703125
37748736,4.0745363e-10,1.73046875
46137344,4.656613e-10,1.515625
54525952,9.0221874e-10,1.9296875
62914560,4.3655746e-10,2.3828125
71303168,6.4028427e-10,2.109375
79691776,2.910383e-10,2.22265625
88080384,4.3655746e-10,2.140625
96468992,5.2386895e-10,1.546875
104857600,4.3655746e-10,1.578125
113246208,4.3655746e-10,1.21484375
121634816,7.2759576e-10,1.3359375
130023424,2.3283064e-10,0.99609375
138412032,2.3283064e-10,1.78515625
146800640,1.1641532e-10,1.24609375
155189248,8.731149e-11,1.3046875
163577856,5.820766e-10,1.65234375
171966464,4.3655746e-10,1.48828125
180355072,2.3283064e-10,1.41015625
188743680,3.783498e-10,1.75390625
197132288,-5.820766e-11,1.1328125
205520896,6.1118044e-10,1.4453125
213909504,8.731149e-11,1.2890625
222298112,4.3655746e-10,1.3515625
230686720,4.0745363e-10,1.4453125
239075328,2.6193447e-10,1.26171875
247463936,4.0745363e-10,1.921875
255852544,8.731149e-11,1.48046875
264241152,3.783498e-10,1.078125
272629760,3.4924597e-10,1.953125
281018368,4.656613e-10,1.74609375
289406976,2.3283064e-10,1.75
297795584,3.2014214e-10,1.5859375
306184192,2.910383e-10,1.68359375
314572800,2.3283064e-10,1.6875
322961408,5.2386895e-10,1.21484375
331350016,4.3655746e-10,1.703125
339738624,4.947651e-10,1.78125
348127232,3.4924597e-10,1.66015625
356515840,4.3655746e-10,1.40625
364904448,2.910383e-10,0.953125
373293056,1.7462298e-10,1.67578125
381681664,4.0745363e-10,1.53125
390070272,2.0372681e-10,1.66015625
398458880,3.783498e-10,1.15625
406847488,1.4551915e-10,1.20703125
415236096,3.783498e-10,1.4921875
423624704,4.0745363e-10,1.5
432013312,0.0,1.83984375
440401920,2.6193447e-10,1.3515625
448790528,5.820766e-11,1.88671875
457179136,3.2014214e-10,2.2109375
465567744,2.3283064e-10,2.12109375
473956352,4.3655746e-10,1.82421875
482344960,1.7462298e-10,1.80859375
490733568,7.2759576e-10,1.56640625
499122176,7.858034e-10,1.8046875
