eval/total_steps,standardized_return_mean,achievements_mean
4194304,5.2386895e-10,1.359375
12582912,6.1118044e-10,1.09375
20971520,2.910383e-10,1.41015625
29360128,5.820766e-11,1.25390625
37748736,1.4551915e-10,1.44140625
46137344,2.0372681e-10,1.015625
54525952,2.6193447e-10,1.5
62914560,5.820766e-11,1.78515625
71303168,1.7462298e-10,0.921875
79691776,1.1641532e-10,1.109375
88080384,2.6193447e-10,1.453125
96468992,1.1641532e-10,0.984375
104857600,1.7462298e-10,0.74609375
113246208,2.0372681e-10,0.890625
121634816,4.0745363e-10,1.1953125
130023424,1.1641532e-10,0.99609375
138412032,2.3283064e-10,1.28515625
146800640,7.2759576e-10,1.203125
155189248,2.0372681e-10,1.1328125
163577856,5.529728e-10,1.53125
171966464,2.6193447e-10,0.3125
180355072,5.2386895e-10,0.87890625
188743680,2.3283064e-10,1.40234375
197132288,5.820766e-11,1.17578125
205520896,6.4028427e-10,1.39453125
213909504,6.4028427e-10,1.41796875
222298112,4.947651e-10,1.203125
230686720,4.3655746e-10,1.43359375
239075328,8.440111e-10,1.43359375
247463936,3.4924597e-10,1.2734375
255852544,5.820766e-11,0.6015625
264241152,5.2386895e-10,1.015625
272629760,5.820766e-10,1.1640625
281018368,3.2014214e-10,1.53515625
289406976,4.656613e-10,1.4296875
297795584,3.783498e-10,1.64453125
306184192,4.656613e-10,1.625
314572800,6.1118044e-10,1.37109375
322961408,1.1641532e-10,0.72265625
331350016,3.4924597e-10,1.79296875
339738624,8.731149e-10,2.04296875
348127232,6.9849193e-10,1.61328125
356515840,4.0745363e-10,1.59375
364904448,4.656613e-10,0.96875
373293056,4.3655746e-10,1.54296875
381681664,5.820766e-10,1.2265625
390070272,5.529728e-10,1.3125
398458880,2.3283064e-10,0.671875
406847488,0.0,1.19921875
415236096,4.947651e-10,1.43359375
423624704,4.3655746e-10,1.1875
432013312,4.3655746e-10,0.984375
440401920,6.693881e-10,1.08984375
448790528,2.6193447e-10,0.30859375
457179136,5.529728e-10,1.23828125
465567744,9.313226e-10,1.4765625
473956352,4.3655746e-10,1.24609375
482344960,4.3655746e-10,1.265625
490733568,3.4924597e-10,1.0
499122176,2.910383e-11,0.6015625
