eval/total_steps,standardized_return_mean,achievements_mean
4194304,6.4028427e-10,0.84375
12582912,5.820766e-11,1.0703125
20971520,5.820766e-11,1.1484375
29360128,1.4551915e-10,1.01171875
37748736,0.0,1.02734375
46137344,0.0,1.01953125
54525952,0.0,1.046875
62914560,0.0,0.84765625
71303168,2.0372681e-10,2.09375
79691776,8.731149e-11,2.578125
88080384,-2.910383e-11,1.7421875
96468992,2.910383e-11,1.2421875
104857600,-5.820766e-11,1.40234375
113246208,0.0,2.13671875
121634816,-5.820766e-11,2.140625
130023424,2.3283064e-10,2.984375
138412032,-1.7462298e-10,3.1875
146800640,-2.910383e-11,2.71484375
155189248,1.4551915e-10,2.60546875
163577856,8.731149e-11,2.62890625
171966464,-1.4551915e-10,2.8203125
180355072,-8.731149e-11,2.57421875
188743680,2.0372681e-10,2.71875
197132288,-2.910383e-11,2.6953125
205520896,2.910383e-10,2.51953125
213909504,8.731149e-11,2.4609375
222298112,-8.731149e-11,2.2578125
230686720,3.783498e-10,2.42578125
239075328,2.3283064e-10,1.92578125
247463936,0.0039062498,2.18359375
255852544,-2.910383e-11,2.27734375
264241152,-2.910383e-11,2.42578125
272629760,-8.731149e-11,1.99609375
281018368,-3.783498e-10,2.62890625
289406976,-2.3283064e-10,2.55859375
297795584,2.910383e-11,2.24609375
306184192,-4.0745363e-10,2.1875
314572800,-2.910383e-10,1.86328125
322961408,0.0078125,2.24609375
331350016,-3.4924597e-10,2.41015625
339738624,0.00390625,2.23046875
348127232,0.01953125,2.75390625
356515840,0.0859375,2.3046875
364904448,0.14453125,2.8203125
373293056,0.13671875,3.04296875
381681664,0.23046875,3.5078125
390070272,0.3671875,4.171875
398458880,0.75390625,6.0234375
406847488,0.91796875,6.421875
415236096,0.94921875,7.01953125
423624704,0.984375,7.5
432013312,1.0,7.7109375
440401920,1.0039062,7.44921875
448790528,1.0078125,7.76171875
457179136,1.046875,7.4296875
465567744,1.0625,7.51953125
473956352,1.0429688,7.1796875
482344960,1.3632812,7.65625
490733568,1.4101562,7.34765625
499122176,1.4257812,7.5078125
