eval/total_steps,standardized_return_mean,achievements_mean
4194304,4.0745363e-10,1.1484375
12582912,3.783498e-10,1.609375
20971520,5.820766e-10,2.6953125
29360128,4.3655746e-10,2.203125
37748736,3.4924597e-10,2.25
46137344,7.566996e-10,1.5078125
54525952,4.947651e-10,1.90625
62914560,7.2759576e-10,1.32421875
71303168,2.3283064e-10,1.46484375
79691776,2.0372681e-10,1.62109375
88080384,3.783498e-10,1.734375
96468992,7.566996e-10,1.37109375
104857600,3.4924597e-10,1.28515625
113246208,6.9849193e-10,1.1875
121634816,4.947651e-10,1.2265625
130023424,4.947651e-10,1.55078125
138412032,5.529728e-10,1.86328125
146800640,6.1118044e-10,1.953125
155189248,8.731149e-10,1.890625
163577856,7.858034e-10,1.921875
171966464,2.910383e-10,1.48046875
180355072,4.947651e-10,1.31640625
188743680,3.4924597e-10,1.39453125
197132288,1.4551915e-10,1.8984375
205520896,3.783498e-10,1.796875
213909504,4.0745363e-10,1.55078125
222298112,3.783498e-10,1.60546875
230686720,6.1118044e-10,1.47265625
239075328,4.0745363e-10,1.3671875
247463936,7.566996e-10,1.6171875
255852544,5.529728e-10,1.375
264241152,2.3283064e-10,0.94140625
272629760,4.656613e-10,1.20703125
281018368,7.2759576e-10,1.2265625
289406976,2.910383e-10,1.2890625
297795584,5.529728e-10,1.41015625
306184192,4.656613e-10,1.89453125
314572800,6.4028427e-10,1.35546875
322961408,6.9849193e-10,1.23828125
331350016,5.820766e-10,1.4140625
339738624,6.693881e-10,1.859375
348127232,4.0745363e-10,2.0390625
356515840,3.2014214e-10,1.75390625
364904448,3.783498e-10,2.04296875
373293056,5.529728e-10,2.28515625
381681664,4.0745363e-10,1.95703125
390070272,2.910383e-10,1.8671875
398458880,5.820766e-10,1.80078125
406847488,4.3655746e-10,1.9765625
415236096,2.0372681e-10,1.58203125
423624704,9.0221874e-10,1.51953125
432013312,5.529728e-10,1.44921875
440401920,4.3655746e-10,1.4765625
448790528,1.1059456e-09,1.9609375
457179136,9.313226e-10,2.2265625
465567744,3.2014214e-10,1.14453125
473956352,1.7462298e-10,2.7890625
482344960,7.2759576e-10,1.75
490733568,5.820766e-10,1.65625
499122176,4.3655746e-10,2.08984375
