eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.542503e-09,2.3515625
12582912,8.1490725e-10,1.97265625
20971520,1.2805685e-09,2.39453125
29360128,0.625,5.49609375
37748736,0.98046875,7.734375
46137344,0.9921875,7.91796875
54525952,0.984375,7.32421875
62914560,0.98046875,8.05078125
71303168,1.0,10.2421875
79691776,0.9921875,9.5859375
88080384,0.98828125,9.24609375
96468992,0.98828125,8.74609375
104857600,0.98828125,10.3125
113246208,0.984375,10.26171875
121634816,0.984375,8.89453125
130023424,0.98046875,9.54296875
138412032,0.99609375,10.296875
146800640,0.99609375,9.52734375
155189248,1.0,10.34375
163577856,0.43359375,5.03125
171966464,0.98828125,10.4453125
180355072,0.99609375,10.02734375
188743680,0.99609375,10.3515625
197132288,1.0,10.75390625
205520896,1.0,9.921875
213909504,0.90625,9.3046875
222298112,0.99609375,9.3671875
230686720,0.98828125,9.87890625
239075328,0.98828125,10.36328125
247463936,0.9921875,9.9140625
255852544,0.984375,9.66796875
264241152,0.99609375,10.875
272629760,0.99609375,10.8515625
281018368,0.99609375,10.0546875
289406976,0.9921875,10.3203125
297795584,1.0,10.1171875
306184192,0.98828125,8.87890625
314572800,0.98828125,10.14453125
322961408,1.0,10.453125
331350016,1.0,11.125
339738624,0.99609375,10.421875
348127232,1.0,9.75
356515840,1.0,10.94921875
364904448,0.99609375,10.828125
373293056,1.0,12.09765625
381681664,0.98828125,9.31640625
390070272,0.9921875,9.6640625
398458880,0.99609375,8.671875
406847488,0.99609375,8.86328125
415236096,0.99609375,7.91015625
423624704,0.99609375,8.21875
432013312,0.984375,9.03515625
440401920,0.99609375,9.08203125
448790528,0.98828125,9.08984375
457179136,0.9921875,8.62109375
465567744,0.98828125,8.4921875
473956352,1.0,8.43359375
482344960,0.99609375,9.11328125
490733568,1.0,9.01171875
499122176,0.99609375,9.65234375
