eval/total_steps,standardized_return_mean,achievements_mean
4194304,2.910383e-11,1.63671875
12582912,1.1641532e-10,1.66796875
20971520,2.0372681e-10,2.27734375
29360128,4.947651e-10,2.16015625
37748736,5.2386895e-10,2.203125
46137344,2.3283064e-10,2.2578125
54525952,6.693881e-10,2.1328125
62914560,6.4028427e-10,1.16796875
71303168,2.0372681e-10,1.3828125
79691776,2.910383e-10,0.6640625
88080384,2.910383e-10,1.26171875
96468992,6.1118044e-10,1.50390625
104857600,4.0745363e-10,1.60546875
113246208,5.529728e-10,1.140625
121634816,7.858034e-10,0.9609375
130023424,1.4551915e-10,1.34375
138412032,9.313226e-10,2.11328125
146800640,5.2386895e-10,3.39453125
155189248,1.4551915e-10,1.625
163577856,5.820766e-10,1.58984375
171966464,3.4924597e-10,2.07421875
180355072,4.656613e-10,1.66015625
188743680,1.1641532e-10,1.12109375
197132288,1.7462298e-10,1.65234375
205520896,2.910383e-10,1.36328125
213909504,2.910383e-10,1.5546875
222298112,3.2014214e-10,2.41015625
230686720,3.4924597e-10,1.1875
239075328,2.910383e-11,1.32421875
247463936,2.3283064e-10,1.2734375
255852544,4.0745363e-10,0.9453125
264241152,6.1118044e-10,1.24609375
272629760,2.0372681e-10,1.11328125
281018368,2.910383e-10,1.6171875
289406976,9.0221874e-10,1.73046875
297795584,3.4924597e-10,1.31640625
306184192,9.313226e-10,1.609375
314572800,3.783498e-10,1.7578125
322961408,6.1118044e-10,2.1015625
331350016,2.910383e-10,1.66015625
339738624,1.1641532e-10,0.77734375
348127232,5.2386895e-10,1.0078125
356515840,3.2014214e-10,1.78125
364904448,5.529728e-10,1.390625
373293056,8.731149e-11,1.59765625
381681664,2.3283064e-10,1.31640625
390070272,-5.820766e-11,1.33984375
398458880,7.2759576e-10,1.375
406847488,4.3655746e-10,1.82421875
415236096,5.529728e-10,1.609375
423624704,3.4924597e-10,1.8125
432013312,5.2386895e-10,1.4609375
440401920,2.6193447e-10,1.24609375
448790528,3.2014214e-10,1.2109375
457179136,4.3655746e-10,1.2109375
465567744,6.9849193e-10,1.33203125
473956352,3.2014214e-10,1.78125
482344960,4.3655746e-10,1.671875
490733568,7.2759576e-10,1.5
499122176,4.3655746e-10,1.23828125
