eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.4551915e-10,1.1953125
12582912,5.820766e-11,1.375
20971520,1.1641532e-10,1.3203125
29360128,1.1641532e-10,1.1875
37748736,8.731149e-11,1.7890625
46137344,-2.910383e-11,1.83984375
54525952,0.0,0.65625
62914560,0.0,0.66015625
71303168,0.0,0.25
79691776,5.820766e-11,0.28515625
88080384,0.0,0.3828125
96468992,1.7462298e-10,1.421875
104857600,1.1641532e-10,2.40234375
113246208,2.3283064e-10,2.11328125
121634816,3.4924597e-10,2.71875
130023424,5.820766e-11,2.82421875
138412032,2.3283064e-10,3.30078125
146800640,2.3283064e-10,3.47265625
155189248,-1.7462298e-10,3.84765625
163577856,-5.820766e-11,4.390625
171966464,-8.731149e-11,4.1328125
180355072,0.0039062498,4.6015625
188743680,-2.910383e-11,3.75
197132288,-2.0372681e-10,4.08984375
205520896,6.693881e-10,4.3515625
213909504,-2.910383e-11,4.14453125
222298112,-2.910383e-11,3.9921875
230686720,-8.731149e-11,3.265625
239075328,-1.4551915e-10,3.01171875
247463936,0.0,3.4140625
255852544,8.731149e-11,3.2890625
264241152,1.1641532e-10,3.06640625
272629760,2.0372681e-10,3.484375
281018368,2.3283064e-10,3.7578125
289406976,0.4296875,7.71484375
297795584,0.76953125,7.13671875
306184192,0.7890625,6.6796875
314572800,0.87109375,7.4609375
322961408,0.89453125,7.22265625
331350016,0.95703125,7.87890625
339738624,0.98828125,8.1796875
348127232,0.98828125,7.54296875
356515840,0.9921875,8.44921875
364904448,1.0,8.140625
373293056,1.0,7.67578125
381681664,0.98828125,7.8671875
390070272,0.99609375,7.94921875
398458880,0.9921875,8.54296875
406847488,0.99609375,8.41796875
415236096,0.99609375,8.63671875
423624704,1.0,9.6640625
432013312,1.0,9.40234375
440401920,0.98828125,9.10546875
448790528,1.0,9.73828125
457179136,0.9921875,9.44921875
465567744,1.0,10.03125
473956352,0.9921875,10.1484375
482344960,0.99609375,9.8203125
490733568,0.9921875,9.87890625
499122176,0.99609375,10.1640625
