eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.0477379e-09,3.09765625
12582912,-2.0372681e-10,3.08203125
20971520,-1.1641532e-10,3.703125
29360128,-1.4551915e-10,3.22265625
37748736,3.783498e-10,2.734375
46137344,-3.2014214e-10,2.8125
54525952,4.656613e-10,2.09375
62914560,5.2386895e-10,1.52734375
71303168,2.3283064e-10,1.6640625
79691776,2.910383e-10,2.48828125
88080384,0.01171875,3.9375
96468992,0.1015625,5.27734375
104857600,0.6796875,7.06640625
113246208,0.80859375,7.58203125
121634816,0.88671875,8.109375
130023424,0.9140625,8.98828125
138412032,0.94140625,9.4921875
146800640,0.9453125,9.50390625
155189248,0.98046875,10.75
163577856,0.7421875,8.46484375
171966464,0.99609375,10.85546875
180355072,0.98828125,10.8828125
188743680,0.9765625,11.51953125
197132288,0.99609375,11.41796875
205520896,0.953125,11.21484375
213909504,0.98828125,11.54296875
222298112,0.9921875,11.30859375
230686720,0.99609375,11.7890625
239075328,0.99609375,10.66015625
247463936,1.0,11.640625
255852544,1.0,11.765625
264241152,0.98828125,12.640625
272629760,0.98828125,11.89453125
281018368,0.99609375,11.25390625
289406976,0.9921875,12.3203125
297795584,1.0,11.76953125
306184192,1.0,11.98828125
314572800,1.0,10.80859375
322961408,1.0,12.37109375
331350016,0.95703125,11.86328125
339738624,0.99609375,11.7734375
348127232,0.99609375,11.6796875
356515840,0.9765625,10.4921875
364904448,0.98046875,12.6171875
373293056,0.9921875,13.125
381681664,0.9921875,11.91015625
390070272,1.0,11.89453125
398458880,1.0,11.44921875
406847488,1.0,11.92578125
415236096,0.98046875,11.75
423624704,0.94921875,11.7734375
432013312,0.99609375,12.6875
440401920,0.9921875,13.3125
448790528,1.0,14.42578125
457179136,0.984375,11.921875
465567744,0.98828125,12.48828125
473956352,1.0,11.82421875
482344960,0.9921875,12.07421875
490733568,1.0,13.140625
499122176,0.99609375,12.8984375
