eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.1641532e-10,1.49609375
12582912,0.0,1.03125
20971520,2.910383e-11,0.984375
29360128,0.0,1.1640625
37748736,2.0372681e-10,1.28125
46137344,2.0372681e-10,1.5859375
54525952,3.2014214e-10,1.19921875
62914560,2.910383e-10,1.49609375
71303168,4.3655746e-10,0.90234375
79691776,1.7462298e-10,1.3828125
88080384,1.7462298e-10,1.19140625
96468992,5.820766e-11,1.73046875
104857600,6.1118044e-10,2.08984375
113246208,3.783498e-10,2.39453125
121634816,8.731149e-11,2.86328125
130023424,4.0745363e-10,2.40234375
138412032,5.529728e-10,3.08984375
146800640,0.0039062505,3.1171875
155189248,0.0078125,3.5546875
163577856,0.0703125,3.65234375
171966464,0.4296875,5.953125
180355072,0.72265625,6.3125
188743680,0.78515625,7.0703125
197132288,0.890625,7.55859375
205520896,0.9453125,7.96484375
213909504,1.0,9.28515625
222298112,0.96875,8.73828125
230686720,0.9921875,8.10546875
239075328,0.99609375,8.01171875
247463936,0.99609375,8.65234375
255852544,1.0,8.2890625
264241152,0.9921875,8.4921875
272629760,0.99609375,8.34375
281018368,0.99609375,8.84375
289406976,1.0,8.59765625
297795584,1.0,8.609375
306184192,1.0,8.6796875
314572800,1.0,8.890625
322961408,0.99609375,8.83203125
331350016,0.99609375,8.5234375
339738624,0.98828125,8.53515625
348127232,0.99609375,8.3359375
356515840,1.0,8.43359375
364904448,1.0,7.796875
373293056,1.0,8.26171875
381681664,0.98828125,7.92578125
390070272,0.99609375,8.12890625
398458880,1.0,7.91796875
406847488,1.0,7.91796875
415236096,0.69921875,7.0078125
423624704,0.9921875,8.75
432013312,1.0,7.8984375
440401920,1.0,8.26953125
448790528,1.0,8.6328125
457179136,1.0,8.68359375
465567744,1.0,8.4453125
473956352,1.0,7.9140625
482344960,0.99609375,8.37109375
490733568,1.0,8.265625
499122176,0.984375,8.46484375
