eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.5133992e-09,2.82421875
12582912,9.313226e-10,2.234375
20971520,9.895302e-10,3.3515625
29360128,2.2992026e-09,4.2734375
37748736,7.858034e-10,2.80078125
46137344,7.2759576e-10,4.890625
54525952,1.5716068e-09,4.36328125
62914560,1.542503e-09,3.9140625
71303168,1.3969839e-09,4.60546875
79691776,9.313226e-10,2.69921875
88080384,1.542503e-09,4.06640625
96468992,1.3096724e-09,5.24609375
104857600,1.193257e-09,4.5703125
113246208,1.193257e-09,3.7109375
121634816,9.604264e-10,3.6875
130023424,1.8335413e-09,4.8671875
138412032,2.3283064e-09,5.0234375
146800640,1.5716068e-09,5.0546875
155189248,5.529728e-10,4.87890625
163577856,2.0372681e-10,5.55078125
171966464,9.313226e-10,4.90625
180355072,1.542503e-09,5.0
188743680,1.36788e-09,3.71875
197132288,1.717126e-09,5.6640625
205520896,1.2805685e-09,5.27734375
213909504,1.8626451e-09,5.40625
222298112,1.2514647e-09,5.265625
230686720,1.4551915e-09,3.32421875
239075328,1.6880222e-09,5.39453125
247463936,1.1059456e-09,5.24609375
255852544,2.1827873e-09,4.7578125
264241152,9.0221874e-10,2.96484375
272629760,9.604264e-10,2.38671875
281018368,1.3387762e-09,2.23046875
289406976,2.0954758e-09,4.09765625
297795584,9.0221874e-10,2.1171875
306184192,1.5716068e-09,5.3984375
314572800,1.8335413e-09,5.8125
322961408,2.2700988e-09,5.734375
331350016,2.415618e-09,5.9609375
339738624,2.2118911e-09,5.8984375
348127232,1.1641532e-09,5.43359375
356515840,1.6880222e-09,5.53125
364904448,3.0559022e-09,5.390625
373293056,2.9394869e-09,5.48046875
381681664,1.6880222e-09,5.5625
390070272,2.386514e-09,5.47265625
398458880,1.7753337e-09,5.5703125
406847488,1.2223609e-09,4.34765625
415236096,9.895302e-10,4.92578125
423624704,5.529728e-10,3.9609375
432013312,2.0954758e-09,5.640625
440401920,1.1641532e-09,5.421875
448790528,6.9849193e-10,2.8984375
457179136,1.6880222e-09,4.99609375
465567744,1.8626451e-09,5.5390625
473956352,9.895302e-10,2.52734375
482344960,1.193257e-09,1.5546875
490733568,1.0186341e-09,3.28125
499122176,1.2805685e-09,3.80078125
