eval/total_steps,standardized_return_mean,achievements_mean
4194304,7.566996e-10,2.58984375
12582912,0.0039062505,2.28125
20971520,2.6193447e-10,2.234375
29360128,3.783498e-10,4.21484375
37748736,0.0078125,4.95703125
46137344,0.42578125,5.41015625
54525952,0.90625,6.29296875
62914560,0.90625,7.76171875
71303168,0.828125,6.84375
79691776,0.82421875,7.93359375
88080384,0.93359375,8.62890625
96468992,0.9453125,8.87890625
104857600,0.0625,5.0859375
113246208,0.78515625,9.32421875
121634816,0.80078125,8.9296875
130023424,0.96484375,9.265625
138412032,0.8359375,9.33984375
146800640,0.94921875,9.04296875
155189248,0.8984375,9.0390625
163577856,0.98828125,9.23046875
171966464,0.9375,9.03125
180355072,0.9453125,10.28515625
188743680,0.953125,10.12890625
197132288,0.99609375,10.32421875
205520896,0.9921875,11.02734375
213909504,0.99609375,11.578125
222298112,0.98828125,12.0859375
230686720,0.9921875,11.88671875
239075328,0.98828125,12.05078125
247463936,0.98046875,12.60546875
255852544,0.98828125,12.58984375
264241152,0.9921875,12.37890625
272629760,0.98828125,12.9375
281018368,1.0,12.80859375
289406976,0.9765625,11.10546875
297795584,1.0,12.34375
306184192,0.99609375,13.24609375
314572800,1.0,11.8359375
322961408,0.9921875,13.08984375
331350016,1.0,13.6015625
339738624,0.96875,12.046875
348127232,1.0,13.08203125
356515840,0.9921875,12.84375
364904448,1.0,13.9921875
373293056,0.98828125,11.7265625
381681664,0.99609375,12.62109375
390070272,0.99609375,13.203125
398458880,0.9921875,12.890625
406847488,1.0,13.45703125
415236096,0.98828125,13.3046875
423624704,0.98046875,13.48828125
432013312,0.98828125,13.98046875
440401920,1.0,13.1484375
448790528,0.9921875,14.0703125
457179136,0.99609375,13.60546875
465567744,1.0,13.7421875
473956352,0.9921875,11.97265625
482344960,0.98828125,13.7265625
490733568,0.99609375,14.1171875
499122176,0.984375,11.73046875
