run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
4194304,0.33218542,0.33668196,0.33113265
8388608,0.33389315,0.3302932,0.33581364
12582912,0.3416746,0.3254856,0.33283985
16777216,0.29359567,0.385838,0.3205663
20971520,0.29847208,0.39288568,0.30864227
25165824,0.2966755,0.39833784,0.30498666
29360128,0.27386612,0.39443898,0.3316949
33554432,0.2704552,0.42432612,0.3052187
37748736,0.2553896,0.43500173,0.30960867
41943040,0.2194635,0.45027998,0.33025652
46137344,0.21282265,0.46623677,0.32094055
50331648,0.20176402,0.48432398,0.31391197
54525952,0.17904693,0.49666435,0.32428873
58720256,0.18090943,0.5146762,0.30441436
62914560,0.19013374,0.5052433,0.304623
67108864,0.19339134,0.5091765,0.2974322
71303168,0.185321,0.5272218,0.28745723
75497472,0.18262133,0.53450024,0.2828785
79691776,0.16899031,0.54880166,0.28220803
83886080,0.17210749,0.5479909,0.27990162
88080384,0.1730741,0.54960054,0.2773254
92274688,0.1710019,0.55140656,0.27759153
96468992,0.16306451,0.5646675,0.272268
100663296,0.1551077,0.5507097,0.2941826
104857600,0.14312431,0.5634136,0.29346207
109051904,0.14964944,0.56195194,0.28839862
113246208,0.14867085,0.5287206,0.32260853
117440512,0.15664232,0.5287391,0.31461862
121634816,0.17177144,0.5356641,0.2925645
125829120,0.16964474,0.5315516,0.2988037
130023424,0.16965103,0.5443519,0.2859971
134217728,0.1702704,0.5435111,0.28621852
138412032,0.17123356,0.5363838,0.29238266
142606336,0.17028639,0.5237458,0.30596787
146800640,0.1726203,0.52112615,0.30625355
150994944,0.17822874,0.5149864,0.30678493
155189248,0.17698386,0.48034588,0.34267026
159383552,0.1795499,0.50008917,0.3203609
163577856,0.19458455,0.45902762,0.34638783
167772160,0.2012581,0.42923328,0.36950862
171966464,0.23320916,0.3887468,0.37804407
176160768,0.2532518,0.37321046,0.37353772
180355072,0.27032885,0.35825267,0.37141848
184549376,0.27842128,0.3428083,0.37877047
188743680,0.24056429,0.37067133,0.38876438
192937984,0.22512515,0.3700763,0.40479854
197132288,0.21884477,0.3848701,0.39628506
201326592,0.21233478,0.412838,0.3748272
205520896,0.20242701,0.4281523,0.36942068
209715200,0.19176067,0.43680355,0.3714358
213909504,0.18764551,0.46749887,0.3448556
218103808,0.1934489,0.4784569,0.32809418
222298112,0.19216642,0.49691904,0.31091452
226492416,0.20790993,0.47705477,0.3150353
230686720,0.23368111,0.47980914,0.28650975
234881024,0.24901015,0.4839282,0.2670617
239075328,0.23035008,0.5055052,0.26414475
243269632,0.19795018,0.53209114,0.26995867
247463936,0.19399743,0.49000946,0.3159931
251658240,0.24292447,0.42286444,0.3342111
255852544,0.27984965,0.38701564,0.3331347
260046848,0.2633502,0.39075205,0.3458978
264241152,0.27580926,0.3582226,0.36596817
268435456,0.2568912,0.36055344,0.38255537
272629760,0.23606685,0.34532833,0.4186048
276824064,0.25402474,0.33068866,0.4152866
281018368,0.3008674,0.31461978,0.3845128
285212672,0.30637702,0.30183476,0.3917882
289406976,0.30950478,0.29345772,0.39703748
293601280,0.31580424,0.2890316,0.3951642
297795584,0.30869904,0.27465406,0.41664687
301989888,0.3064616,0.26582336,0.42771506
306184192,0.29361376,0.25232792,0.45405835
310378496,0.26724744,0.2305808,0.50217175
314572800,0.25308287,0.19090651,0.5560106
318767104,0.23198685,0.16466172,0.6033515
322961408,0.23522907,0.16499011,0.5997808
327155712,0.23336264,0.16657948,0.6000579
331350016,0.26204205,0.18752868,0.5504293
335544320,0.28684747,0.19012088,0.5230316
339738624,0.29000187,0.20037335,0.50962484
343932928,0.33562183,0.20497426,0.45940393
348127232,0.3381606,0.24456143,0.417278
352321536,0.33060634,0.2424067,0.42698702
356515840,0.3465372,0.18867327,0.46478954
360710144,0.35609102,0.16122693,0.48268205
364904448,0.33550295,0.1386871,0.52580994
369098752,0.33788848,0.13124217,0.53086936
373293056,0.3326432,0.11637224,0.55098456
377487360,0.31611437,0.13003908,0.55384654
381681664,0.31923825,0.13352525,0.5472365
385875968,0.30256835,0.15833259,0.5390991
390070272,0.2823829,0.14893809,0.568679
394264576,0.25339812,0.15267026,0.5939316
398458880,0.21749546,0.14668533,0.6358192
402653184,0.21028046,0.14384049,0.64587903
406847488,0.2007667,0.1477293,0.651504
411041792,0.20055854,0.14005011,0.6593913
415236096,0.1905799,0.14087588,0.6685442
419430400,0.1916795,0.1542398,0.65408075
423624704,0.22851494,0.17104551,0.60043955
427819008,0.26462674,0.19921562,0.5361576
432013312,0.2633416,0.19272402,0.5439344
436207616,0.21723357,0.16704507,0.61572134
440401920,0.1674331,0.15077808,0.6817888
444596224,0.15299577,0.14330617,0.7036981
448790528,0.1555104,0.13734677,0.70714283
452984832,0.14700891,0.13713351,0.71585757
457179136,0.14751089,0.14169466,0.71079445
461373440,0.1550984,0.1474157,0.6974859
465567744,0.15730074,0.15146053,0.69123876
469762048,0.17022565,0.16458936,0.665185
473956352,0.17010328,0.16951597,0.6603807
478150656,0.17187169,0.17297381,0.65515447
482344960,0.17181197,0.16428721,0.66390085
486539264,0.16430172,0.15254535,0.6831529
490733568,0.15335542,0.16061035,0.68603426
494927872,0.15829186,0.16425318,0.67745495
499122176,0.1598615,0.176238,0.6639005
503316480,0.16606504,0.17337275,0.6605622
