run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
4194304,0.32061452,0.33861744,0.34076804
8388608,0.33897156,0.33208328,0.32894516
12582912,0.3345657,0.33009335,0.33534095
16777216,0.29724577,0.32529727,0.37745693
20971520,0.3070821,0.33575636,0.35716152
25165824,0.29687035,0.32725802,0.37587163
29360128,0.2863695,0.33975488,0.37387562
33554432,0.2792407,0.349939,0.37082034
37748736,0.2697204,0.35438925,0.3758903
41943040,0.25945356,0.37069365,0.36985278
46137344,0.24618305,0.39089662,0.36292028
50331648,0.24944487,0.38783848,0.36271667
54525952,0.2432014,0.3909055,0.3658931
58720256,0.24183789,0.408916,0.34924614
62914560,0.21740064,0.41674668,0.36585268
67108864,0.2137489,0.44775888,0.33849224
71303168,0.21163611,0.45992506,0.32843885
75497472,0.2258847,0.45605683,0.31805843
79691776,0.21437441,0.4703489,0.31527668
83886080,0.20683502,0.47975373,0.31341124
88080384,0.20963794,0.48882157,0.3015405
92274688,0.1914427,0.5133728,0.2951845
96468992,0.19105878,0.5284872,0.28045398
100663296,0.18725297,0.5307386,0.28200847
104857600,0.18712083,0.5404949,0.27238423
109051904,0.19197372,0.5412973,0.26672897
113246208,0.21019676,0.5153503,0.27445298
117440512,0.21351084,0.51074266,0.27574646
121634816,0.21086037,0.5235995,0.26554006
125829120,0.21761298,0.5207337,0.26165327
130023424,0.2316689,0.4914832,0.2768479
134217728,0.24764076,0.47430804,0.2780512
138412032,0.27850336,0.45547497,0.26602167
142606336,0.28925964,0.4218734,0.28886697
146800640,0.2987106,0.39290082,0.30838856
150994944,0.29011357,0.41410112,0.29578537
155189248,0.29964477,0.3842924,0.31606287
159383552,0.31114364,0.3535781,0.33527827
163577856,0.31375465,0.34359795,0.34264737
167772160,0.31014,0.3289408,0.36091918
171966464,0.33037686,0.31631178,0.35331136
176160768,0.33117694,0.31519789,0.35362518
180355072,0.35345808,0.2995336,0.34700835
184549376,0.34620944,0.3059373,0.34785327
188743680,0.34297538,0.29268652,0.3643381
192937984,0.33198035,0.2912531,0.3767666
197132288,0.3369859,0.26920503,0.39380905
201326592,0.34531128,0.25203437,0.40265435
205520896,0.30838805,0.24623872,0.44537324
209715200,0.30839276,0.26009724,0.43151
213909504,0.30534625,0.25691384,0.4377399
218103808,0.3140378,0.28258377,0.40337843
222298112,0.3101716,0.3013595,0.3884689
226492416,0.31276673,0.30520058,0.3820327
230686720,0.3214452,0.31894198,0.35961282
234881024,0.3183213,0.32358176,0.35809696
239075328,0.31582558,0.32576162,0.35841286
243269632,0.30463222,0.3300102,0.36535758
247463936,0.30010405,0.31553096,0.384365
251658240,0.29229653,0.32775977,0.37994373
255852544,0.2964864,0.34064302,0.36287057
260046848,0.29877993,0.31710678,0.38411325
264241152,0.28289396,0.32766426,0.38944182
268435456,0.27496323,0.30985004,0.41518676
272629760,0.28632194,0.30779094,0.40588713
276824064,0.28713116,0.3030785,0.40979034
281018368,0.26538193,0.3089434,0.42567468
285212672,0.26492915,0.31111258,0.4239583
289406976,0.26435226,0.32680708,0.40884066
293601280,0.24724536,0.3221593,0.4305954
297795584,0.25596625,0.311419,0.4326147
301989888,0.23930667,0.32504505,0.4356483
306184192,0.2366319,0.3215147,0.4418534
310378496,0.24076356,0.3242706,0.43496585
314572800,0.24717706,0.323658,0.4291649
318767104,0.24091896,0.3233769,0.4357041
322961408,0.25120416,0.3278267,0.42096916
327155712,0.25189334,0.3146695,0.43343717
331350016,0.24054824,0.32582933,0.43362242
335544320,0.24959095,0.3176622,0.43274686
339738624,0.24233004,0.3391164,0.4185536
343932928,0.2496511,0.33807355,0.41227537
348127232,0.26930135,0.32516405,0.4055346
352321536,0.2716332,0.31774998,0.41061682
356515840,0.27115455,0.32802114,0.4008243
360710144,0.26728737,0.3279077,0.40480492
364904448,0.25651896,0.33150065,0.4119804
369098752,0.26345855,0.32441413,0.41212732
373293056,0.26735306,0.3306808,0.4019662
377487360,0.2688836,0.31649008,0.41462636
381681664,0.2748919,0.3321551,0.39295298
385875968,0.2696634,0.32480925,0.40552735
390070272,0.26003116,0.32474014,0.41522866
394264576,0.28295282,0.32412216,0.39292505
398458880,0.26664865,0.32584774,0.4075036
402653184,0.27625686,0.32259315,0.40115
406847488,0.26710504,0.33154368,0.40135127
411041792,0.24850063,0.31696916,0.4345302
415236096,0.22929056,0.3094511,0.46125832
419430400,0.228407,0.33027172,0.44132125
423624704,0.23593561,0.3326452,0.4314192
427819008,0.25799412,0.34227157,0.39973432
432013312,0.25095338,0.35081714,0.39822948
436207616,0.26150617,0.33572474,0.4027691
440401920,0.24908699,0.32557738,0.42533565
444596224,0.24423912,0.33414066,0.42162022
448790528,0.24459918,0.3186283,0.43677256
452984832,0.24877465,0.32381058,0.42741472
457179136,0.2375625,0.34306806,0.41936943
461373440,0.25398624,0.3262745,0.41973925
465567744,0.25429356,0.34091952,0.40478694
469762048,0.2418158,0.36161482,0.39656937
473956352,0.25040695,0.3545357,0.39505732
478150656,0.256154,0.3696394,0.37420657
482344960,0.25431776,0.3752783,0.37040395
486539264,0.2569254,0.35672188,0.38635272
490733568,0.2645936,0.34193093,0.39347547
494927872,0.25530457,0.3326947,0.41200072
499122176,0.25063106,0.3481655,0.40120345
503316480,0.24193072,0.35255757,0.4055117
