run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
4194304,0.3373079,0.3390126,0.3236795
8388608,0.33258444,0.3234766,0.34393895
12582912,0.34075212,0.32755548,0.3316924
16777216,0.30029085,0.35604712,0.34366202
20971520,0.30920202,0.3561128,0.33468518
25165824,0.2893256,0.37172097,0.33895344
29360128,0.2865273,0.3698719,0.3436008
33554432,0.27996826,0.39261433,0.32741743
37748736,0.26769406,0.41440147,0.31790444
41943040,0.2621864,0.42526662,0.312547
46137344,0.2555368,0.44683468,0.29762852
50331648,0.24980925,0.45767727,0.29251346
54525952,0.225904,0.47429872,0.29979733
58720256,0.23381612,0.47904962,0.28713423
62914560,0.2320135,0.46725562,0.30073088
67108864,0.23642717,0.46630955,0.29726326
71303168,0.23815203,0.465704,0.29614398
75497472,0.23006552,0.4884577,0.28147674
79691776,0.21121171,0.5123058,0.27648252
83886080,0.19370642,0.53510857,0.271185
88080384,0.20465915,0.5420044,0.25333646
92274688,0.19620293,0.54267174,0.26112533
96468992,0.2054829,0.519024,0.2754931
100663296,0.20028909,0.5079819,0.29172903
104857600,0.2101928,0.47710153,0.31270567
109051904,0.23325518,0.44429484,0.32244998
113246208,0.24731007,0.41800204,0.33468792
117440512,0.27203912,0.39183336,0.33612755
121634816,0.28121272,0.3732986,0.34548867
125829120,0.30367318,0.3486964,0.34763044
130023424,0.2927073,0.3358032,0.37148947
134217728,0.31910336,0.31922972,0.36166692
138412032,0.30788302,0.31004092,0.38207603
142606336,0.31406316,0.2994981,0.38643873
146800640,0.32500303,0.27348194,0.40151504
150994944,0.3341656,0.25373343,0.412101
155189248,0.3560778,0.22214514,0.42177707
159383552,0.3424471,0.21867839,0.4388745
163577856,0.36315054,0.21498515,0.42186433
167772160,0.36563388,0.2181172,0.41624892
171966464,0.37232962,0.21803519,0.4096352
176160768,0.38506174,0.19722633,0.4177119
180355072,0.37106174,0.17996843,0.4489698
184549376,0.37135756,0.19369814,0.4349443
188743680,0.36840656,0.18373826,0.44785517
192937984,0.34395337,0.19353257,0.46251404
197132288,0.3370517,0.1985938,0.46435452
201326592,0.31044656,0.21509589,0.47445756
205520896,0.31373686,0.21786764,0.46839547
209715200,0.30702096,0.21821105,0.47476795
213909504,0.27229378,0.21572788,0.5119784
218103808,0.2799498,0.22758019,0.49247003
222298112,0.26054496,0.2369543,0.5025008
226492416,0.28107107,0.24164316,0.47728577
230686720,0.26804465,0.22225673,0.5096986
234881024,0.24253654,0.22347498,0.5339885
239075328,0.2548951,0.22861634,0.51648855
243269632,0.2564804,0.2321689,0.51135075
247463936,0.24907187,0.23507047,0.5158577
251658240,0.24342921,0.23670882,0.51986194
255852544,0.22512498,0.23205987,0.54281515
260046848,0.20721214,0.24662744,0.54616046
264241152,0.22939466,0.24041909,0.53018624
268435456,0.21779671,0.22523102,0.55697227
272629760,0.1998457,0.20954049,0.5906138
276824064,0.18276495,0.22047323,0.5967618
281018368,0.20377448,0.22732098,0.5689045
285212672,0.23330143,0.23010297,0.5365956
289406976,0.25337794,0.23164618,0.51497585
293601280,0.26063946,0.25347564,0.48588488
297795584,0.27393204,0.2702049,0.45586306
301989888,0.25886005,0.2882325,0.45290744
306184192,0.26043606,0.29922965,0.44033426
310378496,0.22604641,0.29546082,0.4784928
314572800,0.22989616,0.2863542,0.48374963
318767104,0.2475805,0.2956655,0.456754
322961408,0.24584098,0.29355335,0.46060565
327155712,0.2523477,0.2907032,0.4569491
331350016,0.23823115,0.3003633,0.46140555
335544320,0.23200306,0.28362077,0.4843762
339738624,0.22379997,0.29650873,0.47969127
343932928,0.21529566,0.3098075,0.47489682
348127232,0.21799567,0.3070715,0.4749328
352321536,0.19497333,0.3214197,0.483607
356515840,0.18337518,0.3115598,0.505065
360710144,0.18981163,0.3224693,0.48771906
364904448,0.22862166,0.31996202,0.4514163
369098752,0.22209726,0.32164752,0.4562552
373293056,0.23012668,0.30488873,0.4649846
377487360,0.2378098,0.30393356,0.4582566
381681664,0.23215806,0.30512398,0.46271795
385875968,0.2065876,0.28017873,0.51323366
390070272,0.17961341,0.27837613,0.5420104
394264576,0.20595925,0.2974142,0.49662656
398458880,0.22556841,0.30590197,0.4685296
402653184,0.23384437,0.3038826,0.462273
406847488,0.23631921,0.3008262,0.4628546
411041792,0.23323041,0.29335946,0.4734102
415236096,0.22798221,0.27728605,0.49473172
419430400,0.20482928,0.27478796,0.52038276
423624704,0.20524538,0.2787096,0.51604503
427819008,0.21311606,0.27578235,0.5111016
432013312,0.21741709,0.2809155,0.5016674
436207616,0.22019352,0.27136722,0.5084393
440401920,0.21834153,0.2760272,0.5056312
444596224,0.23563848,0.2982425,0.466119
448790528,0.2521582,0.29760826,0.45023352
452984832,0.24682441,0.27798283,0.47519276
457179136,0.23193248,0.28904122,0.4790263
461373440,0.22403389,0.27795702,0.49800915
465567744,0.25160357,0.27956086,0.46883553
469762048,0.23499724,0.2897573,0.47524548
473956352,0.23652609,0.2761472,0.48732677
478150656,0.22077636,0.27919674,0.50002694
482344960,0.21435457,0.26007634,0.5255691
486539264,0.22375041,0.26859915,0.5076505
490733568,0.2562288,0.28659707,0.4571741
494927872,0.2571091,0.3033071,0.4395838
499122176,0.26310998,0.30103338,0.4358567
503316480,0.25105187,0.3016056,0.44734251
