run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
4194304,0.3321854,0.33668196,0.33113265
8388608,0.33389312,0.33029324,0.33581364
12582912,0.34167457,0.3254856,0.33283985
16777216,0.30012333,0.37714273,0.32273397
20971520,0.30663666,0.39232904,0.30103427
25165824,0.29352435,0.3858015,0.32067412
29360128,0.29917377,0.39332056,0.30750567
33554432,0.29793888,0.40406904,0.2979921
37748736,0.27091464,0.41981354,0.3092718
41943040,0.26623216,0.44836152,0.28540635
46137344,0.26523972,0.44920546,0.28555483
50331648,0.23800689,0.4699239,0.29206926
54525952,0.21042602,0.50543636,0.2841376
58720256,0.19661167,0.50692075,0.29646757
62914560,0.19602904,0.49765712,0.3063138
67108864,0.21338004,0.47096372,0.31565624
71303168,0.22109121,0.43144667,0.34746212
75497472,0.2611766,0.38057783,0.3582456
79691776,0.3170057,0.33400545,0.34898886
83886080,0.32347673,0.33279794,0.34372535
88080384,0.35252798,0.3119327,0.3355393
92274688,0.35661295,0.31837142,0.32501566
96468992,0.34908676,0.30341733,0.3474959
100663296,0.34058893,0.30777943,0.35163158
104857600,0.34760442,0.2940877,0.3583079
109051904,0.32061896,0.2858367,0.39354435
113246208,0.3211692,0.28606725,0.39276356
117440512,0.32858944,0.29517084,0.37623978
121634816,0.33130202,0.30097485,0.36772314
125829120,0.3317569,0.32070246,0.34754062
130023424,0.33586907,0.30447307,0.35965782
134217728,0.32365575,0.32481167,0.35153258
138412032,0.33995757,0.31955224,0.34049022
142606336,0.3386624,0.31006098,0.35127667
146800640,0.331455,0.33081973,0.33772528
150994944,0.33592698,0.31370127,0.35037178
155189248,0.31485492,0.3401478,0.34499732
159383552,0.29067618,0.32312626,0.38619757
163577856,0.28055137,0.3358463,0.38360232
167772160,0.27751702,0.33442104,0.38806194
171966464,0.26795533,0.33406794,0.39797676
176160768,0.2328822,0.36132598,0.40579182
180355072,0.23711705,0.35339054,0.40949237
184549376,0.21970078,0.3564718,0.4238274
188743680,0.22265497,0.36711794,0.41022706
192937984,0.23160288,0.3765667,0.3918304
197132288,0.2422713,0.3681771,0.38955158
201326592,0.24259621,0.36068726,0.39671654
205520896,0.24494265,0.37586102,0.37919635
209715200,0.26352304,0.382248,0.3542289
213909504,0.23939139,0.38704777,0.3735609
218103808,0.21659288,0.3997632,0.38364393
222298112,0.21004662,0.4220599,0.3678935
226492416,0.19661096,0.42249665,0.3808924
230686720,0.18362662,0.4386678,0.37770554
234881024,0.18335257,0.4517631,0.36488435
239075328,0.18555984,0.43186626,0.38257387
243269632,0.19355261,0.44507268,0.36137474
247463936,0.18737401,0.4568645,0.35576147
251658240,0.19323468,0.4633646,0.34340072
255852544,0.1912565,0.479194,0.32954952
260046848,0.21184075,0.46832392,0.31983536
264241152,0.21785726,0.4744739,0.3076688
268435456,0.19404191,0.4792596,0.32669848
272629760,0.18398723,0.48877454,0.32723823
276824064,0.17144585,0.4893888,0.33916536
281018368,0.1722627,0.5028491,0.32488823
285212672,0.16651338,0.48802996,0.34545666
289406976,0.17462769,0.48597008,0.33940223
293601280,0.16939288,0.49824822,0.3323589
297795584,0.17210144,0.4753129,0.35258567
301989888,0.16970068,0.46934754,0.36095178
306184192,0.16492036,0.45793468,0.377145
310378496,0.18656307,0.44528368,0.36815327
314572800,0.1983252,0.42632145,0.37535334
318767104,0.2143628,0.38613665,0.39950058
322961408,0.22084239,0.35857505,0.4205826
327155712,0.21876206,0.3533636,0.42787436
331350016,0.23088239,0.32708535,0.44203228
335544320,0.22394459,0.31580088,0.46025455
339738624,0.21290489,0.33416936,0.45292574
343932928,0.22389582,0.34270293,0.43340126
348127232,0.21509114,0.35301918,0.43188965
352321536,0.20985517,0.38389462,0.40625018
356515840,0.2015361,0.36141756,0.43704632
360710144,0.19593316,0.37452334,0.4295435
364904448,0.21130759,0.37615132,0.4125411
369098752,0.22041963,0.3543832,0.42519715
373293056,0.23968783,0.34587443,0.4144377
377487360,0.245112,0.35245568,0.40243235
381681664,0.26133043,0.35229075,0.38637885
385875968,0.24729675,0.36309958,0.38960367
390070272,0.23975593,0.3719268,0.38831723
394264576,0.1962414,0.36193466,0.44182396
398458880,0.16678312,0.3652277,0.4679892
402653184,0.15035707,0.33490604,0.5147369
406847488,0.1511023,0.3372863,0.5116114
411041792,0.15721805,0.32523274,0.5175492
415236096,0.20725095,0.32706976,0.4656793
419430400,0.24640827,0.29489356,0.45869815
423624704,0.26646262,0.31103045,0.42250693
427819008,0.2649978,0.3128783,0.4221239
432013312,0.24047004,0.3285413,0.43098864
436207616,0.22245833,0.32853675,0.44900495
440401920,0.20369302,0.32733437,0.46897256
444596224,0.17767975,0.31093872,0.5113815
448790528,0.16053663,0.29685572,0.54260767
452984832,0.17241809,0.27808177,0.5495001
457179136,0.20641363,0.3085605,0.48502588
461373440,0.26790833,0.3033056,0.42878604
465567744,0.27851653,0.29463595,0.4268475
469762048,0.26580495,0.30018586,0.4340092
473956352,0.22233877,0.31156653,0.46609467
478150656,0.18488507,0.2872374,0.52787757
482344960,0.18021142,0.27361283,0.5461757
486539264,0.16280513,0.26842463,0.56877023
490733568,0.16093627,0.26988184,0.5691819
494927872,0.15183459,0.26323864,0.5849268
499122176,0.15996906,0.26211885,0.5779121
503316480,0.1703318,0.32078844,0.5088798
507510784,0.18405116,0.33314282,0.48280603
511705088,0.19602647,0.3526342,0.4513393
515899392,0.20386493,0.32957757,0.4665575
520093696,0.20322174,0.31350076,0.4832775
524288000,0.18650325,0.2953198,0.518177
528482304,0.18018685,0.28347972,0.53633344
532676608,0.16065595,0.26961917,0.5697249
536870912,0.16108388,0.28261596,0.55630016
541065216,0.17003378,0.2884687,0.5414975
545259520,0.17785403,0.31598854,0.5061574
549453824,0.18247865,0.32420677,0.4933146
553648128,0.18328053,0.32597125,0.49074817
557842432,0.20107234,0.3109058,0.4880219
562036736,0.21409667,0.29964402,0.4862593
566231040,0.2065711,0.3010885,0.49234042
570425344,0.19058035,0.31804115,0.4913785
574619648,0.18744604,0.33178806,0.48076594
578813952,0.18580289,0.36608973,0.44810742
583008256,0.18797849,0.3925519,0.41946962
587202560,0.1952953,0.38465953,0.4200452
591396864,0.18229592,0.36935553,0.44834852
595591168,0.17811395,0.35405678,0.4678293
599785472,0.18302074,0.3320616,0.4849177
603979776,0.192214,0.3515212,0.45626482
608174080,0.21235059,0.3620695,0.42557994
612368384,0.24032222,0.3746481,0.3850297
616562688,0.2611832,0.354853,0.38396382
620756992,0.2791177,0.33569646,0.38518584
624951296,0.29244232,0.3314058,0.3761519
629145600,0.31209892,0.30736825,0.38053286
633339904,0.28146166,0.33096522,0.38757315
637534208,0.2572054,0.33200228,0.4107923
641728512,0.21879405,0.33532792,0.44587803
645922816,0.21390367,0.34469482,0.44140154
650117120,0.22141981,0.35995018,0.41863
654311424,0.21098678,0.39648646,0.3925268
658505728,0.21962002,0.38952965,0.39085034
662700032,0.21027157,0.3959726,0.3937558
666894336,0.2095005,0.39161116,0.39888835
671088640,0.20076428,0.3872454,0.4119903
675282944,0.19591586,0.3887715,0.4153126
679477248,0.196117,0.40079796,0.40308505
683671552,0.1810607,0.3920493,0.42688996
687865856,0.19006667,0.39298365,0.41694972
692060160,0.18467815,0.40268815,0.4126337
696254464,0.19833224,0.38686857,0.4147992
700448768,0.19585714,0.39524484,0.40889803
704643072,0.19216079,0.37833858,0.42950064
708837376,0.17982456,0.36806408,0.45211136
713031680,0.17286006,0.35899195,0.468148
717225984,0.16801569,0.36652812,0.4654562
721420288,0.17184803,0.3636979,0.46445408
725614592,0.16664413,0.36687967,0.46647623
729808896,0.16487089,0.37374008,0.461389
734003200,0.15993434,0.37811935,0.46194634
738197504,0.18736017,0.3758704,0.43676943
742391808,0.21181384,0.38433146,0.4038547
746586112,0.21572968,0.35995865,0.42431167
750780416,0.20921572,0.34818584,0.44259843
754974720,0.18298408,0.32868207,0.48833382
759169024,0.17450944,0.33206517,0.49342537
763363328,0.16965362,0.32868785,0.50165856
767557632,0.16397604,0.34231406,0.49370986
771751936,0.1509282,0.35492456,0.49414724
775946240,0.14945304,0.36614412,0.48440284
780140544,0.13773829,0.3828612,0.47940052
784334848,0.1599491,0.39721236,0.44283855
788529152,0.1692735,0.41852367,0.41220284
792723456,0.19960275,0.4346134,0.3657838
796917760,0.25430676,0.39615613,0.34953713
801112064,0.269511,0.38803503,0.34245393
805306368,0.28176212,0.36294603,0.35529184
809500672,0.24332836,0.3735649,0.3831067
813694976,0.20464164,0.3969487,0.39840972
817889280,0.18887815,0.4004392,0.41068268
822083584,0.18039407,0.4196143,0.39999166
826277888,0.19318353,0.41930175,0.38751474
830472192,0.20062017,0.44275558,0.35662425
834666496,0.19856471,0.4161742,0.38526106
838860800,0.19567348,0.42224008,0.38208643
843055104,0.1832314,0.4209448,0.3958238
847249408,0.1931229,0.4057495,0.40112758
851443712,0.1925847,0.40602204,0.40139326
855638016,0.2097233,0.3854711,0.4048056
859832320,0.19039807,0.37648192,0.43312004
864026624,0.18720981,0.3793756,0.43341458
868220928,0.19086505,0.36876148,0.4403735
872415232,0.19998685,0.38862848,0.4113847
876609536,0.19581154,0.39779937,0.40638912
880803840,0.1869143,0.405564,0.40752172
884998144,0.18757853,0.40245628,0.4099652
889192448,0.18966417,0.36263123,0.4477046
893386752,0.19659305,0.35355803,0.44984892
897581056,0.18622734,0.3435307,0.47024196
901775360,0.1821433,0.3408028,0.47705388
905969664,0.17828436,0.3256001,0.49611557
910163968,0.17813143,0.32749367,0.49437487
914358272,0.18611607,0.3220994,0.49178457
918552576,0.19519854,0.31672788,0.4880736
922746880,0.20768231,0.32074633,0.47157136
926941184,0.2233217,0.34088352,0.43579477
931135488,0.23346826,0.34625357,0.4202782
935329792,0.20659956,0.352125,0.44127542
939524096,0.18578532,0.35485035,0.4593643
943718400,0.18064423,0.33084658,0.48850918
947912704,0.16929916,0.311219,0.51948184
952107008,0.177006,0.31714088,0.5058532
956301312,0.18093288,0.32090998,0.49815714
960495616,0.19360432,0.3113293,0.49506634
964689920,0.20570686,0.29021513,0.50407803
968884224,0.20531751,0.29654568,0.49813682
973078528,0.20165282,0.29454935,0.5037979
977272832,0.20485431,0.27551198,0.5196337
981467136,0.19367188,0.26798713,0.538341
985661440,0.1953463,0.2692784,0.5353753
989855744,0.18011603,0.2883459,0.53153807
994050048,0.19065414,0.27185053,0.5374953
998244352,0.19805409,0.27863044,0.5233154
1002438656,0.19874021,0.27525532,0.5260045
