run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
4194304,0.33730793,0.3390126,0.3236795
8388608,0.33258444,0.3234766,0.34393895
12582912,0.34075212,0.32755548,0.3316924
16777216,0.30646437,0.36067837,0.33285725
20971520,0.30072662,0.3587995,0.3404739
25165824,0.29347014,0.35477948,0.35175037
29360128,0.29270685,0.3777554,0.32953775
33554432,0.28597826,0.38186532,0.33215645
37748736,0.28985524,0.3644866,0.34565818
41943040,0.29475597,0.34059408,0.36465
46137344,0.29893515,0.32862207,0.37244278
50331648,0.29849026,0.3317163,0.3697935
54525952,0.3136943,0.32349616,0.36280954
58720256,0.29157186,0.3397833,0.36864483
62914560,0.30622038,0.3253948,0.3683848
67108864,0.29897007,0.32991487,0.3711151
71303168,0.29302642,0.32926488,0.37770873
75497472,0.28918153,0.3276895,0.38312894
79691776,0.2757666,0.33105758,0.39317578
83886080,0.2621308,0.3551551,0.38271412
88080384,0.2635299,0.3421092,0.3943609
92274688,0.26915097,0.34371662,0.38713235
96468992,0.27157927,0.33402202,0.39439875
100663296,0.25933424,0.34081876,0.399847
104857600,0.2639821,0.3495326,0.38648534
109051904,0.25102967,0.37297025,0.37600008
113246208,0.24515796,0.37004563,0.3847964
117440512,0.25890714,0.35601354,0.38507932
121634816,0.25738594,0.36022425,0.38238978
125829120,0.25498456,0.37429607,0.37071937
130023424,0.254495,0.38049322,0.3650118
134217728,0.24437831,0.3742329,0.38138878
138412032,0.24187851,0.37946835,0.37865314
142606336,0.2575689,0.3673293,0.37510183
146800640,0.24400222,0.3482992,0.40769857
150994944,0.23766574,0.35360304,0.4087312
155189248,0.23028678,0.36135274,0.40836048
159383552,0.23327653,0.35192746,0.41479605
163577856,0.23238021,0.35988206,0.40773776
167772160,0.23336507,0.39189833,0.3747366
171966464,0.22926226,0.37690216,0.3938356
176160768,0.20532647,0.39645436,0.39821917
180355072,0.20319359,0.39049578,0.40631068
184549376,0.2134557,0.39891422,0.3876301
188743680,0.2057819,0.41750157,0.37671652
192937984,0.20470896,0.4152552,0.38003582
197132288,0.21251169,0.41382933,0.37365896
201326592,0.22947267,0.37759095,0.39293635
205520896,0.23052517,0.37680033,0.39267454
209715200,0.22666602,0.39232612,0.38100785
213909504,0.20719045,0.3855381,0.40727144
218103808,0.18052459,0.39592576,0.42354968
222298112,0.18472186,0.385934,0.42934412
226492416,0.1931602,0.36062914,0.44621062
230686720,0.21154341,0.36687928,0.42157727
234881024,0.22449762,0.34916112,0.42634127
239075328,0.22473347,0.3528997,0.42236686
243269632,0.22207695,0.33669534,0.44122773
247463936,0.21822798,0.30654636,0.4752257
251658240,0.23262618,0.31358844,0.45378536
255852544,0.2492082,0.30679652,0.44399533
260046848,0.24197045,0.3081351,0.44989446
264241152,0.2079093,0.28572083,0.5063699
268435456,0.16715157,0.26478064,0.5680678
272629760,0.16664344,0.26820976,0.5651468
276824064,0.17235959,0.29951164,0.52812874
281018368,0.1851511,0.30204922,0.5127997
285212672,0.1793938,0.33110717,0.48949903
289406976,0.16369367,0.30447227,0.53183407
293601280,0.16168055,0.30315512,0.53516436
297795584,0.16559054,0.32863814,0.5057713
301989888,0.18390936,0.33399332,0.48209733
306184192,0.18515354,0.3155039,0.49934262
310378496,0.1943589,0.32609895,0.47954214
314572800,0.19945824,0.32335645,0.4771853
318767104,0.19736758,0.3193407,0.48329172
322961408,0.20254621,0.3301702,0.4672836
327155712,0.20899403,0.36301184,0.42799413
331350016,0.23412627,0.33062178,0.43525195
