run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
335544320,0.22725476,0.3582222,0.41452307
339738624,0.25121635,0.36369413,0.38508958
343932928,0.24786067,0.36590153,0.38623786
348127232,0.23479839,0.36002535,0.40517628
352321536,0.20975319,0.37819093,0.41205588
356515840,0.20713094,0.35662958,0.43623948
360710144,0.21593094,0.3591889,0.42488015
364904448,0.20154768,0.34853476,0.44991755
369098752,0.21280497,0.3464247,0.4407704
373293056,0.2518733,0.32281795,0.4253087
377487360,0.27942407,0.30952108,0.41105485
381681664,0.3011889,0.30158317,0.39722794
385875968,0.2929696,0.29946983,0.40756053
390070272,0.2640208,0.3133455,0.42263368
394264576,0.25965706,0.3123129,0.42803
398458880,0.2617935,0.3151156,0.42309093
402653184,0.26501215,0.31125462,0.42373323
406847488,0.26196158,0.30095732,0.43708107
411041792,0.22996913,0.32832754,0.44170335
415236096,0.22053608,0.30726004,0.47220385
419430400,0.226975,0.35959667,0.41342834
423624704,0.23373973,0.35296145,0.4132988
427819008,0.23232159,0.3838135,0.38386494
432013312,0.23208332,0.35924047,0.40867624
436207616,0.18590647,0.406061,0.40803254
440401920,0.17697652,0.38772705,0.43529648
444596224,0.18014628,0.38855225,0.43130153
448790528,0.21052387,0.37491214,0.41456395
452984832,0.22463551,0.3538328,0.42153168
457179136,0.22609466,0.3610841,0.41282126
461373440,0.2197415,0.34951606,0.43074247
465567744,0.23131424,0.32456496,0.44412082
469762048,0.21222942,0.35063863,0.43713194
473956352,0.20759812,0.32485855,0.46754336
478150656,0.20894995,0.32605562,0.46499443
482344960,0.23087025,0.33088684,0.4382429
486539264,0.22872102,0.31182164,0.45945734
490733568,0.22290325,0.32083717,0.45625955
494927872,0.21768147,0.32065183,0.46166667
499122176,0.24358766,0.31652114,0.4398912
503316480,0.26476437,0.29947713,0.43575847
507510784,0.2730131,0.30937654,0.41761038
511705088,0.2841308,0.3171729,0.39869624
515899392,0.27315304,0.29603007,0.4308169
520093696,0.2636894,0.29001778,0.44629282
524288000,0.23008795,0.2763437,0.49356833
528482304,0.21141064,0.2821765,0.50641286
532676608,0.21829692,0.2622578,0.51944524
536870912,0.20547606,0.2758814,0.51864254
541065216,0.21867341,0.30340436,0.47792226
545259520,0.24848549,0.29450762,0.45700687
549453824,0.24793714,0.29896957,0.4530933
553648128,0.25739163,0.29257268,0.4500357
557842432,0.24360813,0.28388625,0.47250557
562036736,0.21577364,0.28907627,0.4951501
566231040,0.23267525,0.29689533,0.47042942
570425344,0.23290145,0.30801585,0.45908272
574619648,0.23931545,0.2916087,0.46907586
578813952,0.2270079,0.3118142,0.46117795
583008256,0.21300259,0.28866166,0.49833575
587202560,0.20930393,0.29464567,0.49605042
591396864,0.21297881,0.2743965,0.5126247
595591168,0.21650654,0.28903607,0.49445736
599785472,0.22508854,0.28895476,0.48595667
603979776,0.21944171,0.29223615,0.48832214
608174080,0.2079534,0.301097,0.49094957
612368384,0.20927274,0.2984814,0.49224585
616562688,0.21591589,0.29400826,0.49007583
620756992,0.22581275,0.32334548,0.45084175
624951296,0.24303257,0.33364722,0.42332023
629145600,0.2607837,0.34067607,0.39854023
633339904,0.24890627,0.35248506,0.39860868
637534208,0.22237061,0.3598807,0.41774872
641728512,0.18559533,0.36381984,0.45058486
645922816,0.19048403,0.33733106,0.4721849
650117120,0.1934498,0.31951177,0.48703843
654311424,0.19858271,0.30309528,0.498322
658505728,0.18033859,0.30350423,0.51615715
662700032,0.16149919,0.30300373,0.53549707
666894336,0.16745782,0.30488044,0.52766174
671088640,0.17323682,0.31774396,0.50901926
675282944,0.19022124,0.31427693,0.49550188
679477248,0.20651865,0.3109577,0.48252368
683671552,0.20008606,0.32344735,0.4764666
687865856,0.20925382,0.31799346,0.4727527
692060160,0.23245534,0.29435927,0.47318542
696254464,0.2296091,0.29390776,0.47648317
700448768,0.21251218,0.30360198,0.48388585
704643072,0.1917401,0.28548244,0.5227775
708837376,0.22933644,0.29188508,0.47877848
713031680,0.22914934,0.2753942,0.4954565
717225984,0.22342592,0.25798845,0.5185856
721420288,0.1873111,0.22936313,0.5833258
725614592,0.1607221,0.2013323,0.6379456
729808896,0.15817215,0.19632131,0.6455065
734003200,0.1581923,0.1912292,0.6505785
738197504,0.1875079,0.23534691,0.5771452
742391808,0.22444558,0.23675874,0.5387957
746586112,0.22531797,0.2535256,0.52115643
750780416,0.2104361,0.25071555,0.5388484
754974720,0.23597473,0.27445924,0.48956603
759169024,0.23797338,0.2924397,0.4695869
763363328,0.25359055,0.2841403,0.46226913
767557632,0.21783096,0.2750118,0.5071572
771751936,0.21090382,0.2713732,0.51772296
775946240,0.22665396,0.27343214,0.4999139
780140544,0.2514767,0.2898522,0.45867112
784334848,0.24506935,0.29245186,0.4624788
788529152,0.23160654,0.2768882,0.49150527
792723456,0.18444936,0.24733478,0.56821585
796917760,0.18950835,0.27307767,0.53741395
801112064,0.20972148,0.29212123,0.4981573
805306368,0.23676793,0.29961765,0.46361443
809500672,0.21476264,0.29828444,0.4869529
813694976,0.19766721,0.25645113,0.5458816
817889280,0.18673658,0.27685934,0.5364041
822083584,0.19385472,0.2864901,0.51965517
826277888,0.2165741,0.29514968,0.48827618
830472192,0.23777068,0.32523102,0.43699828
834666496,0.23642278,0.3295553,0.43402195
838860800,0.25104892,0.31450725,0.43444386
843055104,0.23491934,0.3050778,0.46000287
847249408,0.24048238,0.299393,0.4601246
851443712,0.24380603,0.2937677,0.46242633
855638016,0.24098298,0.30068088,0.45833617
859832320,0.20126635,0.29531264,0.503421
864026624,0.21603404,0.30240875,0.48155722
868220928,0.21891636,0.31874722,0.46233642
872415232,0.22078948,0.31912577,0.46008474
876609536,0.2120356,0.3070647,0.4808997
880803840,0.20248982,0.30616453,0.49134564
884998144,0.19423062,0.2892965,0.5164728
889192448,0.19728027,0.29208434,0.5106354
893386752,0.19579223,0.2873687,0.516839
897581056,0.19419676,0.27555192,0.53025126
901775360,0.21121548,0.2830759,0.50570863
905969664,0.22798616,0.27430898,0.4977049
910163968,0.21618643,0.2660542,0.5177594
914358272,0.20851853,0.26801696,0.52346456
918552576,0.22499388,0.26827675,0.50672936
922746880,0.22682065,0.30025205,0.47292727
926941184,0.22914249,0.28714487,0.48371264
931135488,0.2235165,0.29529524,0.48118824
935329792,0.20923272,0.28561884,0.5051484
939524096,0.17246634,0.28891805,0.5386156
943718400,0.13624941,0.2474895,0.6162611
947912704,0.13615859,0.22988392,0.63395745
952107008,0.1317496,0.22722274,0.6410277
956301312,0.13047497,0.24356312,0.6259619
960495616,0.1368497,0.25004667,0.6131036
964689920,0.16554283,0.26758605,0.56687117
968884224,0.1596041,0.28183112,0.5585648
973078528,0.14761011,0.30213943,0.5502505
977272832,0.13781518,0.3221128,0.5400721
981467136,0.15083389,0.33034974,0.5188164
985661440,0.17406115,0.3402725,0.4856664
989855744,0.19721635,0.33802682,0.4647568
994050048,0.22187683,0.31687182,0.46125138
998244352,0.2084508,0.3244449,0.46710432
1002438656,0.2207142,0.31556812,0.4637177
