run_id,run_type,icm_weight,rnd_weight,extrinsic_weight,seed,final_performance,final_achievements,history_file,alpha_history_file
curriculum_icm+rnd_seed1_alpha16,curriculum,0.5,0.125,0.375,1,0.99609375,8.6484375,histories/curriculum_icm+rnd_seed1_alpha16.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha16.csv
curriculum_icm+rnd_seed1_alpha17,curriculum,0.375,0.25,0.375,1,1.0,9.3515625,histories/curriculum_icm+rnd_seed1_alpha17.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha17.csv
curriculum_icm+rnd_seed1_alpha18,curriculum,0.25,0.375,0.375,1,1.0,11.109375,histories/curriculum_icm+rnd_seed1_alpha18.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha18.csv
curriculum_icm+rnd_seed1_alpha19,curriculum,0.125,0.5,0.375,1,1.0,11.13671875,histories/curriculum_icm+rnd_seed1_alpha19.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha19.csv
curriculum_icm+rnd_seed1_alpha20,curriculum,0.0,0.625,0.375,1,0.9921875,10.578125,histories/curriculum_icm+rnd_seed1_alpha20.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha20.csv
curriculum_icm+rnd_seed1_alpha21,curriculum,0.75,0.0,0.25,1,0.9375,8.37109375,histories/curriculum_icm+rnd_seed1_alpha21.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha21.csv
curriculum_icm+rnd_seed1_alpha22,curriculum,0.625,0.125,0.25,1,0.98828125,8.8828125,histories/curriculum_icm+rnd_seed1_alpha22.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha22.csv
curriculum_icm+rnd_seed1_alpha23,curriculum,0.5,0.25,0.25,1,0.99609375,9.1484375,histories/curriculum_icm+rnd_seed1_alpha23.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha23.csv
curriculum_icm+rnd_seed1_alpha24,curriculum,0.375,0.375,0.25,1,0.99609375,10.10546875,histories/curriculum_icm+rnd_seed1_alpha24.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha24.csv
curriculum_icm+rnd_seed1_alpha25,curriculum,0.25,0.5,0.25,1,1.0,10.9609375,histories/curriculum_icm+rnd_seed1_alpha25.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha25.csv
curriculum_icm+rnd_seed1_alpha26,curriculum,0.125,0.625,0.25,1,1.0,11.0078125,histories/curriculum_icm+rnd_seed1_alpha26.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha26.csv
