run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
4194304,0.32061452,0.33861744,0.34076804
8388608,0.33897156,0.33208328,0.32894516
12582912,0.3345657,0.33009335,0.33534095
16777216,0.28818136,0.3337299,0.37808874
20971520,0.31872028,0.32644403,0.3548357
25165824,0.29417706,0.32995307,0.37586987
29360128,0.2842143,0.34196007,0.37382567
33554432,0.26478782,0.36876023,0.36645192
37748736,0.2399353,0.38361907,0.37644565
41943040,0.22998405,0.37765077,0.3923652
46137344,0.2125057,0.4070691,0.38042527
50331648,0.21430103,0.4079017,0.3777973
54525952,0.20279133,0.42511696,0.3720917
58720256,0.2133668,0.4286632,0.35797
62914560,0.23329796,0.446238,0.32046404
67108864,0.24077798,0.4447559,0.31446606
71303168,0.24773555,0.45417815,0.2980863
75497472,0.2585547,0.44666058,0.2947847
79691776,0.24438596,0.46170682,0.29390723
83886080,0.22826721,0.48837686,0.28335595
88080384,0.21524122,0.50841117,0.2763476
92274688,0.20208469,0.5480875,0.24982788
96468992,0.20529622,0.5343448,0.260359
100663296,0.18741317,0.53462577,0.27796105
104857600,0.18492407,0.5633932,0.25168276
109051904,0.1752978,0.6156234,0.20907882
113246208,0.1627227,0.64320445,0.19407283
117440512,0.17247656,0.6123171,0.21520638
121634816,0.19936118,0.5410033,0.25963557
125829120,0.23329867,0.5076855,0.25901586
130023424,0.2242511,0.5115422,0.26420665
134217728,0.20681284,0.5347311,0.25845605
138412032,0.19957903,0.52331495,0.27710605
142606336,0.22317177,0.49645594,0.28037226
146800640,0.24977696,0.46607083,0.28415224
150994944,0.2526824,0.44137275,0.30594486
155189248,0.29235998,0.382694,0.324946
159383552,0.3096343,0.34732956,0.34303614
163577856,0.33230162,0.33596915,0.33172923
167772160,0.3322698,0.31923974,0.3484905
171966464,0.33733302,0.32028228,0.34238467
176160768,0.3353241,0.29769826,0.36697766
180355072,0.35428607,0.28863078,0.3570831
184549376,0.35403526,0.2707834,0.37518135
188743680,0.33572578,0.29895288,0.36532134
192937984,0.3337652,0.28518844,0.38104635
197132288,0.34344473,0.27870515,0.37785012
201326592,0.32567805,0.2877839,0.3865381
205520896,0.3069992,0.28650558,0.40649524
209715200,0.31845927,0.2757252,0.40581554
213909504,0.28700903,0.28830343,0.42468756
218103808,0.27687746,0.27740955,0.44571298
222298112,0.27641085,0.28564245,0.4379467
226492416,0.26795742,0.3046955,0.4273471
230686720,0.2569915,0.3105465,0.432462
234881024,0.24858226,0.32540327,0.42601445
239075328,0.26141095,0.30995148,0.42863753
243269632,0.27840185,0.3040865,0.41751164
247463936,0.27988878,0.29314876,0.42696247
251658240,0.24764866,0.282458,0.46989334
255852544,0.24255404,0.29306298,0.464383
260046848,0.20217949,0.2811195,0.51670104
264241152,0.19726843,0.29016858,0.512563
268435456,0.23488095,0.29017544,0.4749436
272629760,0.26899993,0.30292714,0.42807293
276824064,0.26396868,0.29596457,0.44006675
281018368,0.23662943,0.30883563,0.45453495
285212672,0.20861161,0.26925892,0.52212954
289406976,0.18005766,0.24410176,0.57584053
293601280,0.17905709,0.26570547,0.5552374
297795584,0.20078203,0.2986117,0.5006063
301989888,0.20284054,0.3065267,0.49063274
306184192,0.191046,0.2983818,0.5105722
310378496,0.18653506,0.2855788,0.52788615
314572800,0.17341684,0.2997204,0.52686274
318767104,0.18087766,0.30872983,0.51039255
322961408,0.17482194,0.32982123,0.49535686
327155712,0.19066691,0.33555573,0.47377735
331350016,0.18846159,0.3552171,0.45632133
335544320,0.21493287,0.35534984,0.4297173
339738624,0.19369557,0.36678195,0.4395225
343932928,0.2055842,0.36640114,0.42801464
348127232,0.2194138,0.36192852,0.41865766
352321536,0.21991153,0.36820567,0.41188282
356515840,0.19817653,0.36510468,0.43671882
360710144,0.18007013,0.37014937,0.44978052
364904448,0.18378067,0.36730003,0.4489193
369098752,0.18522778,0.38980353,0.42496872
373293056,0.20278884,0.3884636,0.40874755
377487360,0.23618016,0.39254588,0.37127396
381681664,0.2567429,0.40590352,0.3373536
385875968,0.24992625,0.43154484,0.3185289
390070272,0.22295144,0.4503368,0.32671174
394264576,0.17172669,0.50621533,0.32205796
398458880,0.15813461,0.48884076,0.35302466
402653184,0.17136486,0.46194267,0.36669248
406847488,0.1947154,0.43697804,0.36830655
411041792,0.2198184,0.4500419,0.33013973
415236096,0.22556299,0.4335976,0.3408394
419430400,0.22509171,0.43245423,0.34245408
423624704,0.22178683,0.43138644,0.34682673
427819008,0.22453801,0.4181222,0.3573398
432013312,0.2291703,0.4235051,0.34732464
436207616,0.1883563,0.43260878,0.3790349
440401920,0.17843968,0.44848508,0.37307525
444596224,0.21142626,0.45328784,0.3352859
448790528,0.2491546,0.4248905,0.32595488
452984832,0.23494655,0.45284745,0.31220603
457179136,0.20600301,0.45250386,0.34149313
461373440,0.16568486,0.46888638,0.3654288
465567744,0.19970697,0.44478613,0.35550693
469762048,0.21798953,0.41233933,0.36967117
473956352,0.24047893,0.39846802,0.36105305
478150656,0.24143791,0.36472735,0.39383477
482344960,0.23952949,0.34787804,0.41259247
486539264,0.21846518,0.3232925,0.45824233
490733568,0.21453243,0.31875777,0.4667098
494927872,0.21323964,0.31254816,0.47421217
499122176,0.22501318,0.29507062,0.47991621
503316480,0.22820821,0.32221395,0.4495778
