run/total_env_steps,alpha_ext,alpha_icm,alpha_rnd
4194304,0.33218542,0.33668196,0.33113265
8388608,0.33389315,0.3302932,0.33581364
12582912,0.3416746,0.3254856,0.33283985
16777216,0.29514867,0.38139832,0.323453
20971520,0.29760832,0.3914613,0.31093034
25165824,0.2952304,0.3903462,0.31442344
29360128,0.29469356,0.38891608,0.31639034
33554432,0.2728356,0.4266544,0.30051
37748736,0.2625872,0.437528,0.2998848
41943040,0.252622,0.44848913,0.2988889
46137344,0.23826334,0.473314,0.28842267
50331648,0.2134332,0.49898952,0.28757727
54525952,0.19250777,0.52128565,0.28620657
58720256,0.1807144,0.52722454,0.2920611
62914560,0.16806479,0.5265285,0.3054067
67108864,0.17393431,0.5338988,0.2921669
71303168,0.19502161,0.5303209,0.2746575
75497472,0.20041959,0.54097235,0.25860804
79691776,0.19422925,0.55368835,0.25208238
83886080,0.19708692,0.5491494,0.25376365
88080384,0.22791569,0.50924087,0.26284346
92274688,0.25839025,0.44606894,0.2955408
96468992,0.29086363,0.40029722,0.30883914
100663296,0.32847297,0.34844503,0.323082
104857600,0.34122247,0.3247458,0.33403176
109051904,0.34762794,0.32097352,0.33139855
113246208,0.35602158,0.31317055,0.33080786
117440512,0.37394074,0.2914645,0.33459473
121634816,0.36479726,0.27416164,0.3610411
125829120,0.35333782,0.27820852,0.36845368
130023424,0.33928022,0.27386698,0.3868528
134217728,0.32938743,0.2774455,0.39316708
138412032,0.30846858,0.28058994,0.41094145
142606336,0.2967337,0.2993071,0.40395918
146800640,0.2673332,0.3233575,0.40930933
150994944,0.2788565,0.32367316,0.39747036
155189248,0.25202173,0.34590876,0.4020695
159383552,0.26152205,0.3689643,0.36951363
163577856,0.26117224,0.37616628,0.3626615
167772160,0.25187138,0.38919228,0.35893637
171966464,0.25353712,0.39240432,0.35405856
176160768,0.25699902,0.40803653,0.33496445
180355072,0.28061318,0.3739926,0.3453942
184549376,0.25823507,0.40838945,0.33337545
188743680,0.24051303,0.41575807,0.34372893
192937984,0.20974591,0.42835686,0.36189723
197132288,0.19259357,0.4382075,0.36919895
201326592,0.1839197,0.45199317,0.36408713
205520896,0.19309188,0.45478907,0.35211903
209715200,0.19558644,0.4418551,0.36255848
213909504,0.19835219,0.45181775,0.34983012
218103808,0.20320794,0.46178985,0.33500224
222298112,0.19764479,0.467753,0.33460227
226492416,0.17565627,0.48555124,0.33879247
230686720,0.17067339,0.47674912,0.3525775
234881024,0.17789948,0.46379343,0.35830706
239075328,0.18199444,0.43741137,0.38059413
243269632,0.1862441,0.43246454,0.38129133
247463936,0.19072524,0.4270519,0.38222286
251658240,0.20166285,0.41806096,0.38027614
255852544,0.22016548,0.39552665,0.38430786
260046848,0.2602475,0.37723017,0.36252233
264241152,0.26200607,0.35992214,0.37807178
268435456,0.2657808,0.35540915,0.37881005
272629760,0.22996375,0.3685942,0.40144205
276824064,0.20758413,0.38098407,0.41143185
281018368,0.21506886,0.3760866,0.40884456
285212672,0.23273271,0.3589628,0.40830448
289406976,0.24938479,0.36000526,0.39060998
293601280,0.22741246,0.3594584,0.41312918
297795584,0.20899157,0.3750739,0.4159345
301989888,0.17225155,0.40295383,0.4247946
306184192,0.15414765,0.40306994,0.4427824
310378496,0.15624863,0.39259762,0.45115376
314572800,0.18715307,0.38096195,0.431885
318767104,0.20406976,0.36670995,0.4292203
322961408,0.19767143,0.3917554,0.41057318
327155712,0.18043256,0.43067175,0.3888957
331350016,0.16068123,0.4376292,0.4016896
335544320,0.15253247,0.48544383,0.3620237
339738624,0.15023303,0.47216463,0.37760234
343932928,0.1617646,0.45900178,0.37923363
348127232,0.1869452,0.41641015,0.39664465
352321536,0.22342438,0.38618058,0.39039505
356515840,0.21078704,0.397637,0.39157593
360710144,0.21696362,0.4016581,0.3813783
364904448,0.19008288,0.42449626,0.38542086
369098752,0.17338146,0.4401427,0.3864758
373293056,0.17371286,0.47164327,0.35464388
377487360,0.17420164,0.4881286,0.33766973
381681664,0.18273488,0.4773768,0.33988833
385875968,0.15868896,0.4724878,0.3688232
390070272,0.14963815,0.4705238,0.37983805
394264576,0.1546874,0.47077984,0.37453276
398458880,0.16374224,0.49393624,0.34232152
402653184,0.15596956,0.49503002,0.34900045
406847488,0.16890642,0.49383008,0.33726352
411041792,0.14499831,0.5084765,0.34652516
415236096,0.13756812,0.4912532,0.37117872
419430400,0.15061224,0.51555264,0.33383507
423624704,0.14907557,0.4764439,0.37448055
427819008,0.15101254,0.48847333,0.3605141
432013312,0.18385217,0.4747754,0.34137243
436207616,0.21262404,0.44276077,0.34461522
440401920,0.23361436,0.41554496,0.3508407
444596224,0.20545083,0.42771447,0.3668347
448790528,0.17277175,0.44486445,0.3823638
452984832,0.16288245,0.4548664,0.38225114
457179136,0.16523598,0.4622055,0.37255853
461373440,0.14763197,0.46043128,0.39193675
465567744,0.14580075,0.45301467,0.40118456
469762048,0.16251326,0.456983,0.38050374
473956352,0.17269543,0.4576448,0.36965978
478150656,0.1719496,0.44966125,0.37838915
482344960,0.1729,0.4608023,0.36629772
486539264,0.16187316,0.489893,0.34823385
490733568,0.16633701,0.4928856,0.34077743
494927872,0.15765369,0.49573278,0.34661353
499122176,0.14071824,0.49398583,0.36529592
503316480,0.14082345,0.50745034,0.3517262
