run_id,run_type,icm_weight,rnd_weight,extrinsic_weight,seed,final_performance,final_achievements,history_file,alpha_history_file
curriculum_icm+rnd_seed2_alpha12,curriculum,0.25,0.25,0.5,2,1.98828125,11.37109375,histories/curriculum_icm+rnd_seed2_alpha12.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha12.csv
curriculum_icm+rnd_seed2_alpha13,curriculum,0.125,0.375,0.5,2,1.9921875,15.77734375,histories/curriculum_icm+rnd_seed2_alpha13.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha13.csv
curriculum_icm+rnd_seed2_alpha14,curriculum,0.0,0.5,0.5,2,1.984375,16.51171875,histories/curriculum_icm+rnd_seed2_alpha14.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha14.csv
curriculum_icm+rnd_seed2_alpha15,curriculum,0.625,0.0,0.375,2,1.97265625,9.87109375,histories/curriculum_icm+rnd_seed2_alpha15.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha15.csv
curriculum_icm+rnd_seed2_alpha16,curriculum,0.5,0.125,0.375,2,1.98046875,10.0546875,histories/curriculum_icm+rnd_seed2_alpha16.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha16.csv
curriculum_icm+rnd_seed2_alpha17,curriculum,0.375,0.25,0.375,2,1.96875,10.39453125,histories/curriculum_icm+rnd_seed2_alpha17.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha17.csv
curriculum_icm+rnd_seed2_alpha18,curriculum,0.25,0.375,0.375,2,2.0,14.125,histories/curriculum_icm+rnd_seed2_alpha18.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha18.csv
curriculum_icm+rnd_seed2_alpha19,curriculum,0.125,0.5,0.375,2,1.9921875,16.09765625,histories/curriculum_icm+rnd_seed2_alpha19.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha19.csv
curriculum_icm+rnd_seed2_alpha20,curriculum,0.0,0.625,0.375,2,1.97265625,16.859375,histories/curriculum_icm+rnd_seed2_alpha20.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha20.csv
curriculum_icm+rnd_seed2_alpha21,curriculum,0.75,0.0,0.25,2,1.92578125,9.69921875,histories/curriculum_icm+rnd_seed2_alpha21.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha21.csv
curriculum_icm+rnd_seed2_alpha22,curriculum,0.625,0.125,0.25,2,1.94921875,9.8125,histories/curriculum_icm+rnd_seed2_alpha22.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha22.csv
curriculum_icm+rnd_seed2_alpha23,curriculum,0.5,0.25,0.25,2,1.97265625,10.0390625,histories/curriculum_icm+rnd_seed2_alpha23.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha23.csv
curriculum_icm+rnd_seed2_alpha24,curriculum,0.375,0.375,0.25,2,1.984375,11.01953125,histories/curriculum_icm+rnd_seed2_alpha24.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha24.csv
curriculum_icm+rnd_seed2_alpha25,curriculum,0.25,0.5,0.25,2,1.9921875,15.25390625,histories/curriculum_icm+rnd_seed2_alpha25.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha25.csv
curriculum_icm+rnd_seed2_alpha26,curriculum,0.125,0.625,0.25,2,1.98046875,16.26953125,histories/curriculum_icm+rnd_seed2_alpha26.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha26.csv
curriculum_icm+rnd_seed2_alpha27,curriculum,0.0,0.75,0.25,2,1.96875,16.85546875,histories/curriculum_icm+rnd_seed2_alpha27.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha27.csv
curriculum_icm+rnd_seed2_alpha28,curriculum,0.875,0.0,0.125,2,0.98046875,5.8828125,histories/curriculum_icm+rnd_seed2_alpha28.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha28.csv
curriculum_icm+rnd_seed2_alpha29,curriculum,0.75,0.125,0.125,2,1.0,6.06640625,histories/curriculum_icm+rnd_seed2_alpha29.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha29.csv
curriculum_icm+rnd_seed2_alpha30,curriculum,0.625,0.25,0.125,2,1.515625,8.21484375,histories/curriculum_icm+rnd_seed2_alpha30.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha30.csv
curriculum_icm+rnd_seed2_alpha31,curriculum,0.5,0.375,0.125,2,1.921875,10.1171875,histories/curriculum_icm+rnd_seed2_alpha31.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha31.csv
curriculum_icm+rnd_seed2_alpha32,curriculum,0.375,0.5,0.125,2,1.94140625,13.6796875,histories/curriculum_icm+rnd_seed2_alpha32.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha32.csv
curriculum_icm+rnd_seed2_alpha33,curriculum,0.25,0.625,0.125,2,1.90234375,15.1328125,histories/curriculum_icm+rnd_seed2_alpha33.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha33.csv
curriculum_icm+rnd_seed2_alpha34,curriculum,0.125,0.75,0.125,2,1.9296875,16.4765625,histories/curriculum_icm+rnd_seed2_alpha34.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha34.csv
curriculum_icm+rnd_seed2_alpha35,curriculum,0.0,0.875,0.125,2,1.8828125,16.421875,histories/curriculum_icm+rnd_seed2_alpha35.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha35.csv
curriculum_icm+rnd_seed3_alpha0,curriculum,0.0,0.0,1.0,3,1.0,10.2890625,histories/curriculum_icm+rnd_seed3_alpha0.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha0.csv
curriculum_icm+rnd_seed3_alpha1,curriculum,0.125,0.0,0.875,3,1.0,8.6640625,histories/curriculum_icm+rnd_seed3_alpha1.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha1.csv
curriculum_icm+rnd_seed3_alpha2,curriculum,0.0,0.125,0.875,3,1.0,12.0859375,histories/curriculum_icm+rnd_seed3_alpha2.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha2.csv
curriculum_icm+rnd_seed3_alpha3,curriculum,0.25,0.0,0.75,3,1.0,7.97265625,histories/curriculum_icm+rnd_seed3_alpha3.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha3.csv
curriculum_icm+rnd_seed3_alpha4,curriculum,0.125,0.125,0.75,3,1.0,10.83984375,histories/curriculum_icm+rnd_seed3_alpha4.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha4.csv
