eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.1641532e-10,1.24609375
12582912,3.4924597e-10,1.0546875
20971520,5.820766e-11,1.13671875
29360128,1.1641532e-10,1.6484375
37748736,0.0,1.27734375
46137344,1.7462298e-10,2.05859375
54525952,-8.731149e-11,2.53125
62914560,-8.731149e-11,1.14453125
71303168,0.0,1.01171875
79691776,1.7462298e-10,1.11328125
88080384,4.0745363e-10,1.83984375
96468992,1.1641532e-10,1.3359375
104857600,0.0,1.15234375
113246208,0.0,1.171875
121634816,1.4551915e-10,1.90625
130023424,0.0,1.578125
138412032,0.0,0.8125
146800640,2.910383e-10,1.8671875
155189248,8.731149e-11,0.84375
163577856,-2.910383e-11,0.5859375
171966464,-2.910383e-11,1.52734375
180355072,1.7462298e-10,1.26953125
188743680,-8.731149e-11,2.38671875
197132288,0.0,2.18359375
205520896,5.820766e-11,1.4765625
213909504,3.2014214e-10,2.015625
222298112,2.0372681e-10,1.76953125
230686720,-2.6193447e-10,1.89453125
239075328,2.910383e-10,2.53515625
247463936,2.3283064e-10,0.86328125
255852544,0.0,2.4296875
264241152,1.1641532e-10,1.91796875
272629760,1.4551915e-10,2.40234375
281018368,-8.731149e-11,2.4765625
289406976,-5.820766e-11,2.01953125
297795584,6.4028427e-10,1.5546875
306184192,8.731149e-11,2.30078125
314572800,2.910383e-11,2.828125
322961408,-5.820766e-11,3.55859375
331350016,2.910383e-10,5.83203125
339738624,4.947651e-10,6.6875
348127232,4.3655746e-10,6.97265625
356515840,2.910383e-10,7.26953125
364904448,1.4551915e-10,6.9453125
373293056,7.858034e-10,6.4296875
381681664,2.0372681e-10,3.29296875
390070272,1.6298145e-09,7.74609375
398458880,1.2805685e-09,8.0546875
406847488,2.240995e-09,8.00390625
415236096,0.0078125,8.19921875
423624704,1.193257e-09,7.29296875
432013312,0.00390625,7.6015625
440401920,1.3969839e-09,7.25
448790528,0.0234375,7.5234375
457179136,0.70703125,9.08203125
465567744,0.85546875,10.0859375
473956352,0.890625,10.2421875
482344960,0.91796875,9.5
490733568,0.9609375,10.05859375
499122176,0.9296875,9.87890625
