eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.7462298e-10,1.1796875
12582912,1.7462298e-10,1.1796875
20971520,5.820766e-11,1.30859375
29360128,5.820766e-11,0.609375
37748736,3.2014214e-10,1.56640625
46137344,6.4028427e-10,1.234375
54525952,3.783498e-10,1.5625
62914560,2.910383e-10,1.33203125
71303168,3.2014214e-10,1.1484375
79691776,4.947651e-10,1.8984375
88080384,4.656613e-10,1.27734375
96468992,2.6193447e-10,1.6796875
104857600,4.3655746e-10,1.48828125
113246208,7.2759576e-10,1.4765625
121634816,6.9849193e-10,1.49609375
130023424,7.2759576e-10,1.27734375
138412032,4.0745363e-10,1.5234375
146800640,6.9849193e-10,1.125
155189248,1.7462298e-10,1.26171875
163577856,6.9849193e-10,1.30859375
171966464,2.3283064e-10,1.1640625
180355072,2.910383e-11,0.73046875
188743680,1.1641532e-10,1.1875
197132288,6.4028427e-10,1.24609375
205520896,8.1490725e-10,0.9609375
213909504,4.947651e-10,1.25
222298112,6.693881e-10,1.01171875
230686720,9.604264e-10,1.16015625
239075328,8.731149e-10,1.5234375
247463936,5.529728e-10,1.32421875
255852544,3.783498e-10,1.046875
264241152,4.3655746e-10,1.60546875
272629760,4.3655746e-10,1.578125
281018368,2.6193447e-10,1.4140625
289406976,5.2386895e-10,1.77734375
297795584,5.529728e-10,1.5703125
306184192,3.783498e-10,1.609375
314572800,3.4924597e-10,1.98046875
322961408,7.858034e-10,1.55078125
331350016,7.566996e-10,1.3828125
339738624,5.2386895e-10,1.4375
348127232,7.2759576e-10,1.296875
356515840,4.656613e-10,1.65625
364904448,3.2014214e-10,1.5703125
373293056,2.0372681e-10,1.4921875
381681664,3.2014214e-10,1.53125
390070272,8.731149e-10,1.65625
398458880,3.4924597e-10,1.19921875
406847488,1.7462298e-10,1.2890625
415236096,1.7462298e-10,1.13671875
423624704,7.566996e-10,1.42578125
432013312,4.3655746e-10,1.05078125
440401920,1.7462298e-10,0.953125
448790528,2.3283064e-10,1.3203125
457179136,8.440111e-10,1.37890625
465567744,7.858034e-10,2.22265625
473956352,4.656613e-10,1.93359375
482344960,4.656613e-10,1.09375
490733568,2.0372681e-10,1.2734375
499122176,3.783498e-10,1.05859375
