eval/total_steps,standardized_return_mean,achievements_mean
4194304,1.1641532e-09,2.41796875
12582912,8.440111e-10,2.6171875
20971520,6.693881e-10,2.80078125
29360128,5.529728e-10,2.85546875
37748736,7.2759576e-10,3.25390625
46137344,6.9849193e-10,2.359375
54525952,1.4551915e-09,3.703125
62914560,1.5716068e-09,2.43359375
71303168,1.4260877e-09,2.18359375
79691776,1.2805685e-09,2.29296875
88080384,1.1641532e-09,2.66796875
96468992,1.8626451e-09,2.1171875
104857600,6.4028427e-10,1.76953125
113246208,1.9790605e-09,2.578125
121634816,9.313226e-10,2.2265625
130023424,9.895302e-10,1.97265625
138412032,1.3387762e-09,1.36328125
146800640,3.2014214e-10,0.91796875
155189248,1.1641532e-09,1.12890625
163577856,4.947651e-10,1.07421875
171966464,7.566996e-10,2.375
180355072,6.693881e-10,1.44140625
188743680,1.2805685e-09,1.73046875
197132288,1.3969839e-09,2.15234375
205520896,1.193257e-09,2.12109375
213909504,8.1490725e-10,1.8828125
222298112,1.0768417e-09,1.87890625
230686720,9.604264e-10,2.08203125
239075328,7.566996e-10,2.61328125
247463936,1.6007107e-09,2.1015625
255852544,1.4260877e-09,2.2578125
264241152,1.0477379e-09,2.98828125
272629760,1.0477379e-09,2.91015625
281018368,1.2805685e-09,2.87890625
289406976,1.6007107e-09,2.86328125
297795584,1.891749e-09,2.71484375
306184192,1.9208528e-09,1.8984375
314572800,1.1641532e-09,1.9609375
322961408,2.1827873e-09,1.94140625
331350016,6.9849193e-10,2.17578125
339738624,9.313226e-10,2.3671875
348127232,1.4260877e-09,2.27734375
356515840,1.8626451e-09,2.3203125
364904448,1.6298145e-09,2.32421875
373293056,1.4842954e-09,2.25390625
381681664,1.9208528e-09,2.375
390070272,1.1350494e-09,1.99609375
398458880,1.3096724e-09,2.1015625
406847488,1.1350494e-09,2.01171875
415236096,2.910383e-10,2.50390625
423624704,9.895302e-10,1.84765625
432013312,1.0186341e-09,2.953125
440401920,4.0745363e-10,1.65234375
448790528,2.4738256e-09,2.984375
457179136,9.0221874e-10,1.7109375
465567744,1.4260877e-09,2.66015625
473956352,1.1350494e-09,3.2890625
482344960,2.910383e-10,2.46484375
490733568,1.4551915e-10,2.0859375
499122176,6.4028427e-10,2.5859375
