eval/total_steps,standardized_return_mean,achievements_mean
4194304,6.4028427e-10,1.57421875
12582912,6.1118044e-10,1.77734375
20971520,4.947651e-10,2.46484375
29360128,4.3655746e-10,2.1796875
37748736,6.693881e-10,2.3984375
46137344,5.529728e-10,2.015625
54525952,9.0221874e-10,2.625
62914560,5.820766e-10,1.921875
71303168,2.6193447e-10,1.32421875
79691776,3.4924597e-10,1.6875
88080384,6.693881e-10,1.27734375
96468992,2.910383e-10,2.1171875
104857600,4.947651e-10,1.95703125
113246208,5.529728e-10,1.31640625
121634816,5.820766e-11,0.9140625
130023424,2.6193447e-10,1.2109375
138412032,4.656613e-10,1.21875
146800640,4.3655746e-10,1.21875
155189248,5.529728e-10,1.3203125
163577856,7.2759576e-10,2.57421875
171966464,6.9849193e-10,1.09765625
180355072,6.9849193e-10,1.703125
188743680,1.4551915e-10,0.98828125
197132288,5.820766e-10,0.67578125
205520896,4.0745363e-10,1.234375
213909504,3.2014214e-10,1.24609375
222298112,2.910383e-11,1.29296875
230686720,5.529728e-10,1.15625
239075328,5.820766e-10,2.4765625
247463936,8.1490725e-10,1.828125
255852544,1.7462298e-10,1.2109375
264241152,7.2759576e-10,2.17578125
272629760,7.2759576e-10,1.39453125
281018368,6.1118044e-10,1.2421875
289406976,6.1118044e-10,1.77734375
297795584,6.1118044e-10,1.859375
306184192,7.2759576e-10,1.6796875
314572800,3.4924597e-10,1.33984375
322961408,2.6193447e-10,1.39453125
331350016,3.4924597e-10,1.30078125
339738624,3.4924597e-10,1.109375
348127232,3.4924597e-10,0.84765625
356515840,4.0745363e-10,1.19921875
364904448,5.820766e-10,1.40625
373293056,2.3283064e-10,0.91796875
381681664,3.4924597e-10,0.84765625
390070272,2.910383e-10,1.4921875
398458880,6.9849193e-10,1.01953125
406847488,2.3283064e-10,1.20703125
415236096,2.910383e-10,1.52734375
423624704,4.947651e-10,1.6640625
432013312,6.693881e-10,1.390625
440401920,4.0745363e-10,1.47265625
448790528,1.4551915e-10,2.13671875
457179136,2.3283064e-10,1.76171875
465567744,3.4924597e-10,1.0859375
473956352,1.1641532e-10,0.99609375
482344960,3.2014214e-10,1.18359375
490733568,2.910383e-11,1.4765625
499122176,6.9849193e-10,1.26171875
