eval/total_steps,standardized_return_mean,achievements_mean
4194304,4.3655746e-10,0.80078125
12582912,0.0,0.94921875
20971520,0.0,1.0
29360128,5.820766e-11,1.06640625
37748736,1.4551915e-10,1.0234375
46137344,0.0,1.046875
54525952,0.0,1.03125
62914560,0.0,1.04296875
71303168,5.820766e-11,0.96875
79691776,1.4551915e-10,1.40234375
88080384,0.0,1.21484375
96468992,8.731149e-11,1.15625
104857600,-1.7462298e-10,1.21875
113246208,-1.1641532e-10,2.08203125
121634816,1.1641532e-10,2.421875
130023424,5.820766e-11,2.51953125
138412032,-2.910383e-11,2.46875
146800640,-2.910383e-11,2.328125
155189248,2.910383e-10,2.671875
163577856,8.731149e-11,2.7421875
171966464,1.1641532e-10,2.53515625
180355072,-2.3283064e-10,2.44921875
188743680,1.1641532e-10,2.58984375
197132288,-2.3283064e-10,2.58984375
205520896,1.7462298e-10,2.37890625
213909504,2.3283064e-10,2.4140625
222298112,2.0372681e-10,2.1953125
230686720,-2.910383e-11,2.55859375
239075328,2.6193447e-10,2.5390625
247463936,1.4551915e-10,2.33984375
255852544,1.7462298e-10,2.296875
264241152,-4.0745363e-10,2.01171875
272629760,-8.731149e-11,1.984375
281018368,-1.1641532e-10,2.2109375
289406976,-2.3283064e-10,2.03125
297795584,1.7462298e-10,2.2734375
306184192,4.656613e-10,1.98046875
314572800,2.910383e-11,1.80859375
322961408,2.3283064e-10,2.2890625
331350016,-2.0372681e-10,2.390625
339738624,2.6193447e-10,2.26171875
348127232,1.1641532e-10,2.56640625
356515840,-8.731149e-11,2.18359375
364904448,4.656613e-10,2.56640625
373293056,2.6193447e-10,2.35546875
381681664,4.0745363e-10,2.1328125
390070272,2.6193447e-10,2.31640625
398458880,1.7462298e-10,2.359375
406847488,5.820766e-11,2.41015625
415236096,-1.4551915e-10,1.94921875
423624704,-5.820766e-11,2.05859375
432013312,2.910383e-10,2.3671875
440401920,-4.0745363e-10,2.69140625
448790528,-2.0372681e-10,2.36328125
457179136,-2.3283064e-10,2.41796875
465567744,2.0372681e-10,2.34765625
473956352,2.910383e-11,2.4765625
482344960,0.0,2.36328125
490733568,-2.3283064e-10,2.609375
499122176,5.820766e-11,2.4765625
